X_SbBe70V	Y_SbBe70V	ErrorX_SbBe70V	ErrorY_SbBe70V	X_Sb70V	Y_Sb70V	ErrorX_Sb70V	ErrorY_Sb70V	X_YBe70V	Y_YBe70V	ErrorX_YBe70V	ErrorY_YBe70V	X_Y70V	Y_Y70V	ErrorX_Y70V	ErrorY_Y70V	X_YBe25V	Y_YBe25V	ErrorX_YBe25V	ErrorY_YBe25V	X_Y25V	Y_Y25V	ErrorX_Y25V	ErrorY_Y25V
								147.5	0.924481	0	0.00480967	147.5	0.913325	0	0.00864901	146.75	0.938292	0	0.00750509	147.75	0.943058	0	0.00691201
								148.5	0.924735	0	0.0048024	148.5	0.913615	0	0.00864254	147.75	0.938203	0	0.00750888	148.75	0.943463	0	0.00685893
								149.5	0.924977	0	0.00479536	149.5	0.913923	0	0.00863567	148.75	0.938103	0	0.00751338	149.75	0.943839	0	0.00680687
								150.5	0.925205	0	0.00478856	150.5	0.914247	0	0.00862839	149.75	0.937993	0	0.00751851	150.75	0.944186	0	0.00675615
								151.5	0.92542	0	0.00478204	151.5	0.914588	0	0.00862063	150.75	0.937873	0	0.00752433	151.75	0.944501	0	0.0067072
								152.5	0.92562	0	0.00477581	152.5	0.914944	0	0.0086124	151.75	0.937742	0	0.00753069	152.75	0.944784	0	0.00666021
								153.5	0.925805	0	0.00476988	153.5	0.915314	0	0.00860365	152.75	0.937603	0	0.00753758	153.75	0.945033	0	0.00661541
								154.5	0.925975	0	0.00476427	154.5	0.915698	0	0.00859434	153.75	0.937454	0	0.007545	154.75	0.94525	0	0.00657293
								155.5	0.926128	0	0.00475901	155.5	0.916093	0	0.00858447	154.75	0.937298	0	0.00755284	155.75	0.945434	0	0.00653308
								156.5	0.926266	0	0.00475408	156.5	0.916498	0	0.00857405	155.75	0.937134	0	0.00756111	156.75	0.945586	0	0.00649586
								157.5	0.926388	0	0.00474951	157.5	0.916913	0	0.00856302	156.75	0.936964	0	0.00756974	157.75	0.945708	0	0.00646135
								158.5	0.926494	0	0.00474529	158.5	0.917335	0	0.00855139	157.75	0.936789	0	0.00757868	158.75	0.945799	0	0.00642951
								159.5	0.926584	0	0.00474143	159.5	0.917763	0	0.00853918	158.75	0.936609	0	0.00758786	159.75	0.945862	0	0.00640045
								160.5	0.92666	0	0.00473793	160.5	0.918196	0	0.0085264	159.75	0.936426	0	0.00759727	160.75	0.945898	0	0.00637409
								161.5	0.92672	0	0.00473478	161.5	0.918632	0	0.00851305	160.75	0.93624	0	0.00760686	161.75	0.945909	0	0.00635035
								162.5	0.926765	0	0.00473198	162.5	0.919069	0	0.00849918	161.75	0.936054	0	0.00761651	162.75	0.945898	0	0.00632907
								163.5	0.926797	0	0.00472953	163.5	0.919506	0	0.00848477	162.75	0.935867	0	0.00762627	163.75	0.945866	0	0.00631006
								164.5	0.926816	0	0.0047274	164.5	0.919942	0	0.00846989	163.75	0.935682	0	0.00763606	164.75	0.945816	0	0.00629323
								165.5	0.926822	0	0.00472561	165.5	0.920375	0	0.00845453	164.75	0.935499	0	0.00764583	165.75	0.94575	0	0.00627837
								166.5	0.926817	0	0.00472412	166.5	0.920804	0	0.00843879	165.75	0.93532	0	0.0076555	166.75	0.94567	0	0.00626536
								167.5	0.926801	0	0.00472293	167.5	0.921228	0	0.00842267	166.75	0.935145	0	0.00766508	167.75	0.945577	0	0.00625393
								168.5	0.926776	0	0.004722	168.5	0.921645	0	0.00840625	167.75	0.934976	0	0.00767453	168.75	0.945475	0	0.00624399
								169.5	0.926743	0	0.00472133	169.5	0.922054	0	0.00838958	168.75	0.934814	0	0.00768385	169.75	0.945364	0	0.00623518
								170.5	0.926702	0	0.0047209	170.5	0.922455	0	0.0083727	169.75	0.934659	0	0.007693	170.75	0.945246	0	0.00622747
								171.5	0.926656	0	0.00472068	171.5	0.922847	0	0.00835566	170.75	0.934513	0	0.00770194	171.75	0.945123	0	0.00622071
								172.5	0.926604	0	0.00472066	172.5	0.923229	0	0.00833854	171.75	0.934376	0	0.00771068	172.75	0.944996	0	0.00621473
								173.5	0.926549	0	0.00472081	173.5	0.9236	0	0.00832137	172.75	0.934248	0	0.0077192	173.75	0.944866	0	0.00620937
								174.5	0.926492	0	0.00472109	174.5	0.92396	0	0.00830423	173.75	0.934131	0	0.0077275	174.75	0.944734	0	0.0062046
								175.5	0.926434	0	0.00472146	175.5	0.924309	0	0.00828715	174.75	0.934025	0	0.00773559	175.75	0.944601	0	0.0062004
								176.5	0.926378	0	0.00472193	176.5	0.924647	0	0.00827021	175.75	0.933929	0	0.00774339	176.75	0.944468	0	0.00619676
								177.5	0.926324	0	0.00472243	177.5	0.924973	0	0.00825345	176.75	0.933845	0	0.00775107	177.75	0.944335	0	0.00619354
								178.5	0.926274	0	0.00472294	178.5	0.925287	0	0.0082369	177.75	0.933771	0	0.00775857	178.75	0.944201	0	0.00619081
								179.5	0.926231	0	0.00472341	179.5	0.925591	0	0.00822062	178.75	0.933708	0	0.00776593	179.75	0.944068	0	0.00618855
								180.5	0.926196	0	0.00472379	180.5	0.925884	0	0.00820465	179.75	0.933657	0	0.00777309	180.75	0.943935	0	0.00618694
								181.5	0.92617	0	0.00472405	181.5	0.926166	0	0.00818899	180.75	0.933615	0	0.00778017	181.75	0.943803	0	0.00618595
								182.5	0.926156	0	0.00472412	182.5	0.926438	0	0.00817368	181.75	0.933584	0	0.00778712	182.75	0.943671	0	0.00618563
								183.5	0.926155	0	0.00472397	183.5	0.926702	0	0.00815875	182.75	0.933563	0	0.00779404	183.75	0.943537	0	0.00618615
								184.5	0.92617	0	0.00472354	184.5	0.926958	0	0.00814421	183.75	0.93355	0	0.0078009	184.75	0.943404	0	0.00618754
								185.5	0.926202	0	0.00472277	185.5	0.927206	0	0.00813009	184.75	0.933546	0	0.00780778	185.75	0.943269	0	0.00618995
								186.5	0.926252	0	0.00472161	186.5	0.927447	0	0.00811638	185.75	0.93355	0	0.00781465	186.75	0.943133	0	0.00619338
								187.5	0.926323	0	0.00472	187.5	0.927683	0	0.00810307	186.75	0.933561	0	0.00782153	187.75	0.942993	0	0.00619808
								188.5	0.926416	0	0.00471789	188.5	0.927914	0	0.00809014	187.75	0.933578	0	0.00782847	188.75	0.942851	0	0.00620405
								189.5	0.926532	0	0.00471521	189.5	0.928142	0	0.00807763	188.75	0.9336	0	0.00783546	189.75	0.942705	0	0.00621134
								190.5	0.926672	0	0.00471193	190.5	0.928366	0	0.0080655	189.75	0.933627	0	0.00784256	190.75	0.942554	0	0.00622007
								191.5	0.926838	0	0.00470797	191.5	0.928589	0	0.00805373	190.75	0.933658	0	0.00784977	191.75	0.942398	0	0.00623025
								192.5	0.927029	0	0.00470331	192.5	0.928811	0	0.00804231	191.75	0.93369	0	0.00785709	192.75	0.942235	0	0.006242
								193.5	0.927247	0	0.00469789	193.5	0.929033	0	0.0080312	192.75	0.933725	0	0.00786454	193.75	0.942065	0	0.0062551
								194.5	0.927491	0	0.00469169	194.5	0.929256	0	0.00802037	193.75	0.93376	0	0.00787207	194.75	0.941887	0	0.00626977
								195.5	0.927761	0	0.00468465	195.5	0.92948	0	0.0080098	194.75	0.933794	0	0.00787972	195.75	0.941699	0	0.00628596
								196.5	0.928057	0	0.00467675	196.5	0.929707	0	0.00799947	195.75	0.933828	0	0.00788748	196.75	0.941501	0	0.00630355
								197.5	0.928379	0	0.00466799	197.5	0.929936	0	0.00798936	196.75	0.933859	0	0.00789532	197.75	0.941292	0	0.0063225
								198.5	0.928724	0	0.00465833	198.5	0.930168	0	0.00797943	197.75	0.933886	0	0.00790325	198.75	0.941071	0	0.00634274
								199.5	0.929092	0	0.00464777	199.5	0.930404	0	0.00796963	198.75	0.933909	0	0.00791121	199.75	0.940838	0	0.00636402
								200.5	0.929482	0	0.00463632	200.5	0.930644	0	0.00795994	199.75	0.933927	0	0.00791925	200.75	0.940592	0	0.00638627
								201.5	0.929891	0	0.00462398	201.5	0.930887	0	0.00795035	200.75	0.933938	0	0.00792727	201.75	0.940331	0	0.00640938
								202.5	0.930318	0	0.00461077	202.5	0.931135	0	0.0079408	201.75	0.933943	0	0.00793527	202.75	0.940055	0	0.00643318
								203.5	0.930761	0	0.00459671	203.5	0.931387	0	0.00793125	202.75	0.93394	0	0.00794318	203.75	0.939765	0	0.00645737
								204.5	0.931216	0	0.00458183	204.5	0.931644	0	0.00792168	203.75	0.933928	0	0.00795103	204.75	0.939459	0	0.00648179
								205.5	0.931683	0	0.00456618	205.5	0.931904	0	0.00791208	204.75	0.933908	0	0.00795873	205.75	0.939138	0	0.00650613
								206.5	0.932158	0	0.00454979	206.5	0.932169	0	0.00790237	205.75	0.933878	0	0.00796639	206.75	0.938801	0	0.00653016
								207.5	0.93264	0	0.00453271	207.5	0.932437	0	0.00789254	206.75	0.933837	0	0.00797391	207.75	0.938449	0	0.00655358
								208.5	0.933126	0	0.00451499	208.5	0.93271	0	0.00788254	207.75	0.933786	0	0.00798106	208.75	0.938083	0	0.0065762
								209.5	0.933613	0	0.0044967	209.5	0.932987	0	0.00787234	208.75	0.933725	0	0.00798789	209.75	0.937702	0	0.00659771
								210.5	0.934099	0	0.00447788	210.5	0.933267	0	0.00786188	209.75	0.933653	0	0.00799443	210.75	0.937307	0	0.00661786
								211.5	0.934583	0	0.0044586	211.5	0.933552	0	0.00785113	210.75	0.933569	0	0.00800062	211.75	0.9369	0	0.00663625
								212.5	0.935063	0	0.00443893	212.5	0.933841	0	0.00784004	211.75	0.933474	0	0.00800644	212.75	0.936481	0	0.00665272
								213.5	0.935536	0	0.00441892	213.5	0.934134	0	0.00782856	212.75	0.933368	0	0.00801186	213.75	0.936052	0	0.00666699
								214.5	0.936001	0	0.00439865	214.5	0.934432	0	0.00781664	213.75	0.93325	0	0.00801683	214.75	0.935613	0	0.00667885
								215.5	0.936458	0	0.00437816	215.5	0.934734	0	0.00780424	214.75	0.933121	0	0.0080214	215.75	0.935166	0	0.00668815
								216.5	0.936906	0	0.00435752	216.5	0.935041	0	0.00779129	215.75	0.932982	0	0.00802554	216.75	0.934713	0	0.00669476
								217.5	0.937342	0	0.0043368	217.5	0.935354	0	0.00777777	216.75	0.932831	0	0.00802925	217.75	0.934255	0	0.00669841
								218.5	0.937768	0	0.00431602	218.5	0.935673	0	0.00776359	217.75	0.93267	0	0.00803253	218.75	0.933793	0	0.00669916
								219.5	0.938182	0	0.00429525	219.5	0.935998	0	0.00774872	218.75	0.932498	0	0.00803543	219.75	0.93333	0	0.00669682
								220.5	0.938585	0	0.00427453	220.5	0.93633	0	0.00773311	219.75	0.932316	0	0.00803794	220.75	0.932867	0	0.00669137
								221.5	0.938978	0	0.0042539	221.5	0.93667	0	0.00771671	220.75	0.932124	0	0.00804013	221.75	0.932405	0	0.00668287
								222.5	0.939359	0	0.0042334	222.5	0.937017	0	0.0076995	221.75	0.931923	0	0.00804202	222.75	0.931947	0	0.00667145
								223.5	0.939731	0	0.00421305	223.5	0.937372	0	0.00768144	222.75	0.931711	0	0.0080436	223.75	0.931493	0	0.00665716
								224.5	0.940094	0	0.00419289	224.5	0.937736	0	0.00766248	223.75	0.93149	0	0.00804502	224.75	0.931045	0	0.00664019
								225.5	0.940449	0	0.00417294	225.5	0.938109	0	0.00764259	224.75	0.93126	0	0.00804629	225.75	0.930606	0	0.00662061
								226.5	0.940796	0	0.0041532	226.5	0.93849	0	0.00762179	225.75	0.931021	0	0.00804748	226.75	0.930176	0	0.00659863
								227.5	0.941138	0	0.00413372	227.5	0.938881	0	0.00760003	226.75	0.930774	0	0.00804865	227.75	0.929755	0	0.0065744
								228.5	0.941474	0	0.00411447	228.5	0.939281	0	0.00757733	227.75	0.930519	0	0.00804989	228.75	0.929347	0	0.00654825
								229.5	0.941808	0	0.00409546	229.5	0.939689	0	0.00755366	228.75	0.930255	0	0.00805122	229.75	0.928951	0	0.00652037
								230.5	0.942138	0	0.00407672	230.5	0.940106	0	0.0075291	229.75	0.929984	0	0.00805276	230.75	0.92857	0	0.00649104
								231.5	0.942467	0	0.00405824	231.5	0.940531	0	0.00750364	230.75	0.929705	0	0.00805453	231.75	0.928204	0	0.00646038
								232.5	0.942797	0	0.00404001	232.5	0.940963	0	0.00747729	231.75	0.92942	0	0.0080566	232.75	0.927855	0	0.00642873
								233.5	0.943128	0	0.00402203	233.5	0.941401	0	0.0074501	232.75	0.929129	0	0.00805906	233.75	0.927522	0	0.00639619
								234.5	0.943461	0	0.00400429	234.5	0.941846	0	0.00742215	233.75	0.928831	0	0.00806205	234.75	0.927208	0	0.00636289
								235.5	0.943798	0	0.00398677	235.5	0.942295	0	0.00739344	234.75	0.928529	0	0.00806553	235.75	0.926912	0	0.00632907
								236.5	0.94414	0	0.00396948	236.5	0.942748	0	0.00736406	235.75	0.928221	0	0.00806955	236.75	0.926636	0	0.00629486
								237.5	0.944487	0	0.0039524	237.5	0.943204	0	0.00733406	236.75	0.92791	0	0.00807414	237.75	0.926381	0	0.00626026
								238.5	0.94484	0	0.00393553	238.5	0.943661	0	0.0073035	237.75	0.927596	0	0.00807946	238.75	0.926147	0	0.00622533
								239.5	0.945201	0	0.00391883	239.5	0.944119	0	0.00727245	238.75	0.92728	0	0.00808544	239.75	0.925934	0	0.00619016
								240.5	0.94557	0	0.00390229	240.5	0.944576	0	0.00724099	239.75	0.926962	0	0.00809217	240.75	0.925742	0	0.00615464
								241.5	0.945946	0	0.00388591	241.5	0.945031	0	0.00720918	240.75	0.926643	0	0.00809961	241.75	0.925573	0	0.00611895
								242.5	0.946332	0	0.00386968	242.5	0.945484	0	0.00717709	241.75	0.926325	0	0.0081078	242.75	0.925425	0	0.00608292
								243.5	0.946726	0	0.00385357	243.5	0.945933	0	0.00714478	242.75	0.926009	0	0.00811674	243.75	0.925299	0	0.00604643
								244.5	0.947129	0	0.00383758	244.5	0.946377	0	0.00711233	243.75	0.925695	0	0.0081264	244.75	0.925195	0	0.00600956
								245.5	0.947541	0	0.0038217	245.5	0.946816	0	0.00707977	244.75	0.925384	0	0.00813678	245.75	0.925112	0	0.00597226
								246.5	0.947962	0	0.00380589	246.5	0.947249	0	0.00704715	245.75	0.925079	0	0.00814781	246.75	0.92505	0	0.00593451
								247.5	0.948392	0	0.00379016	247.5	0.947676	0	0.00701454	246.75	0.924779	0	0.00815941	247.75	0.925007	0	0.00589626
								248.5	0.948832	0	0.00377448	248.5	0.948096	0	0.00698196	247.75	0.924486	0	0.00817159	248.75	0.924982	0	0.00585763
								249.5	0.949279	0	0.00375886	249.5	0.94851	0	0.00694945	248.75	0.924201	0	0.00818422	249.75	0.924974	0	0.00581858
								250.5	0.949734	0	0.00374327	250.5	0.948917	0	0.00691702	249.75	0.923925	0	0.00819723	250.75	0.924983	0	0.00577934
								251.5	0.950196	0	0.00372771	251.5	0.949318	0	0.00688466	250.75	0.923659	0	0.00821046	251.75	0.925005	0	0.00573998
								252.5	0.950665	0	0.00371218	252.5	0.949713	0	0.00685242	251.75	0.923404	0	0.00822387	252.75	0.925039	0	0.00570075
								253.5	0.951139	0	0.00369666	253.5	0.950102	0	0.00682027	252.75	0.923162	0	0.00823732	253.75	0.925083	0	0.00566183
								254.5	0.951619	0	0.00368115	254.5	0.950487	0	0.00678822	253.75	0.922932	0	0.00825065	254.75	0.925136	0	0.00562346
								255.5	0.952103	0	0.00366565	255.5	0.950867	0	0.00675623	254.75	0.922716	0	0.00826375	255.75	0.925194	0	0.00558597
								256.5	0.95259	0	0.00365015	256.5	0.951244	0	0.00672431	255.75	0.922516	0	0.00827643				
								257.5	0.953079	0	0.00363464	257.5	0.951618	0	0.00669238								
								258.5	0.953569	0	0.00361915	258.5	0.951991	0	0.00666046								
								259.5	0.954059	0	0.00360365	259.5	0.952363	0	0.00662849								
								260.5	0.954548	0	0.00358816	260.5	0.952735	0	0.00659643								
								261.5	0.955034	0	0.00357269	261.5	0.953107	0	0.00656428								
								262.5	0.955518	0	0.00355723	262.5	0.953481	0	0.00653199								
								263.5	0.955997	0	0.00354181	263.5	0.953858	0	0.0064995								
								264.5	0.956472	0	0.00352642	264.5	0.954238	0	0.00646682								
								265.5	0.95694	0	0.00351107	265.5	0.954621	0	0.00643391								
								266.5	0.957401	0	0.00349578	266.5	0.955008	0	0.00640076								
								267.5	0.957854	0	0.00348053	267.5	0.955399	0	0.00636736								
								268.5	0.958298	0	0.00346535	268.5	0.955794	0	0.00633368								
								269.5	0.958734	0	0.00345023	269.5	0.956194	0	0.00629972								
								270.5	0.959159	0	0.00343517	270.5	0.956598	0	0.00626548								
								271.5	0.959575	0	0.00342018	271.5	0.957006	0	0.00623099								
								272.5	0.95998	0	0.00340525	272.5	0.957418	0	0.00619622								
								273.5	0.960374	0	0.00339038	273.5	0.957834	0	0.00616121								
								274.5	0.960758	0	0.00337557	274.5	0.958253	0	0.00612596								
								275.5	0.961131	0	0.00336079	275.5	0.958676	0	0.0060905								
								276.5	0.961494	0	0.00334604	276.5	0.9591	0	0.00605483								
								277.5	0.961846	0	0.00333131	277.5	0.959528	0	0.00601895								
								278.5	0.96219	0	0.00331658	278.5	0.959956	0	0.00598294								
								279.5	0.962524	0	0.00330182	279.5	0.960387	0	0.00594677								
								280.5	0.96285	0	0.00328701	280.5	0.960818	0	0.00591045								
								281.5	0.963167	0	0.00327215	281.5	0.961249	0	0.00587398								
								282.5	0.963479	0	0.00325717	282.5	0.961681	0	0.00583738								
								283.5	0.963784	0	0.00324207	283.5	0.962114	0	0.00580064								
								284.5	0.964084	0	0.00322681	284.5	0.962545	0	0.00576376								
								285.5	0.964379	0	0.00321138	285.5	0.962977	0	0.00572672								
								286.5	0.964672	0	0.00319575	286.5	0.963408	0	0.00568953								
								287.5	0.964962	0	0.00317988	287.5	0.963839	0	0.00565213								
								288.5	0.96525	0	0.00316375	288.5	0.96427	0	0.00561454								
								289.5	0.965538	0	0.00314734	289.5	0.9647	0	0.00557671								
								290.5	0.965826	0	0.00313063	290.5	0.965129	0	0.00553864								
								291.5	0.966115	0	0.0031136	291.5	0.965558	0	0.00550033								
								292.5	0.966406	0	0.00309621	292.5	0.965986	0	0.00546173								
								293.5	0.966699	0	0.00307846	293.5	0.966413	0	0.00542285								
								294.5	0.966996	0	0.00306035	294.5	0.96684	0	0.0053837								
								295.5	0.967296	0	0.00304186	295.5	0.967266	0	0.00534426								
								296.5	0.967599	0	0.00302298	296.5	0.967691	0	0.00530454								
								297.5	0.967908	0	0.0030037	297.5	0.968115	0	0.00526455								
								298.5	0.96822	0	0.00298403	298.5	0.968537	0	0.0052243								
								299.5	0.968538	0	0.00296397	299.5	0.968958	0	0.00518385								
								300.5	0.968859	0	0.00294354	300.5	0.969376	0	0.00514322								
								301.5	0.969186	0	0.00292272	301.5	0.969792	0	0.00510244								
								302.5	0.969516	0	0.00290154	302.5	0.970204	0	0.00506159								
								303.5	0.969851	0	0.00288002	303.5	0.970612	0	0.00502072								
								304.5	0.97019	0	0.00285816	304.5	0.971016	0	0.0049799								
								305.5	0.970531	0	0.00283599	305.5	0.971414	0	0.00493917								
								306.5	0.970876	0	0.00281353	306.5	0.971807	0	0.00489864								
								307.5	0.971223	0	0.00279081	307.5	0.972193	0	0.00485836								
								308.5	0.971572	0	0.00276785	308.5	0.972572	0	0.00481837								
								309.5	0.971922	0	0.00274467	309.5	0.972943	0	0.00477876								
								310.5	0.972273	0	0.0027213	310.5	0.973306	0	0.00473957								
								311.5	0.972623	0	0.00269778	311.5	0.97366	0	0.00470086								
								312.5	0.972973	0	0.00267412	312.5	0.974005	0	0.00466269								
								313.5	0.973322	0	0.00265035	313.5	0.97434	0	0.00462508								
								314.5	0.973669	0	0.0026265	314.5	0.974664	0	0.00458807								
								315.5	0.974013	0	0.00260259	315.5	0.974978	0	0.00455166								
								316.5	0.974355	0	0.00257865	316.5	0.975282	0	0.00451587								
								317.5	0.974693	0	0.00255468	317.5	0.975575	0	0.00448066								
								318.5	0.975027	0	0.00253071	318.5	0.975857	0	0.00444602								
								319.5	0.975357	0	0.00250675	319.5	0.976129	0	0.00441191								
								320.5	0.975683	0	0.0024828	320.5	0.97639	0	0.00437828								
								321.5	0.976004	0	0.00245887	321.5	0.976642	0	0.00434507								
								322.5	0.97632	0	0.00243497	322.5	0.976883	0	0.0043122								
								323.5	0.976632	0	0.00241108	323.5	0.977116	0	0.00427958								
								324.5	0.976938	0	0.00238721	324.5	0.97734	0	0.00424715								
								325.5	0.977239	0	0.00236333	325.5	0.977555	0	0.00421479								
								326.5	0.977535	0	0.00233943	326.5	0.977763	0	0.00418237								
								327.5	0.977826	0	0.00231549	327.5	0.977965	0	0.00414979								
								328.5	0.978112	0	0.00229148	328.5	0.97816	0	0.00411694								
								329.5	0.978393	0	0.00226737	329.5	0.97835	0	0.00408369								
								330.5	0.97867	0	0.00224312	330.5	0.978535	0	0.00404994								
								331.5	0.978942	0	0.00221872	331.5	0.978716	0	0.00401555								
								332.5	0.97921	0	0.00219413	332.5	0.978894	0	0.00398045								
								333.5	0.979474	0	0.00216929	333.5	0.979069	0	0.0039445								
								334.5	0.979734	0	0.00214417	334.5	0.979243	0	0.00390762								
								335.5	0.97999	0	0.00211875	335.5	0.979415	0	0.00386973								
								336.5	0.980242	0	0.002093	336.5	0.979587	0	0.00383076								
								337.5	0.980492	0	0.00206687	337.5	0.979759	0	0.00379066								
								338.5	0.980737	0	0.00204036	338.5	0.97993	0	0.0037494								
								339.5	0.98098	0	0.00201346	339.5	0.980103	0	0.003707								
								340.5	0.981219	0	0.00198616	340.5	0.980276	0	0.00366343								
								341.5	0.981454	0	0.00195847	341.5	0.98045	0	0.00361873								
								342.5	0.981686	0	0.00193039	342.5	0.980626	0	0.003573								
								343.5	0.981914	0	0.00190197	343.5	0.980803	0	0.00352628								
								344.5	0.982138	0	0.00187325	344.5	0.98098	0	0.0034787								
								345.5	0.982357	0	0.00184428	345.5	0.981159	0	0.0034304								
								346.5	0.982572	0	0.00181514	346.5	0.981337	0	0.00338154								
								347.5	0.982782	0	0.00178592	347.5	0.981516	0	0.00333231								
								348.5	0.982987	0	0.00175671	348.5	0.981694	0	0.00328293								
								349.5	0.983186	0	0.00172764	349.5	0.981871	0	0.00323364								
								350.5	0.983378	0	0.00169885	350.5	0.982046	0	0.0031847								
								351.5	0.983564	0	0.00167046	351.5	0.982218	0	0.00313638								
								352.5	0.983742	0	0.00164264	352.5	0.982387	0	0.00308899								
								353.5	0.983911	0	0.00161557	353.5	0.98255	0	0.00304283								
								354.5	0.984072	0	0.0015894	354.5	0.982708	0	0.00299822								
								355.5	0.984224	0	0.00156433	355.5	0.982858	0	0.00295548								
								356.5	0.984365	0	0.00154053	356.5	0.983001	0	0.00291491								
