X_Result	Y_Result	ErrorXhigh_Result	ErrorXlow_Result	ErrorYhigh_Result	ErrorYlow_Result	X_Uncertainty	Y_ExpStat	Y_SimStat	Y_BkgSys	Y_CutEffSys	Y_FanoSys	Y_NeutronXsecSys
2.97048	0.111754	0.003305	0.003305	0.0146953	0.0156313	2.97048	0.00552178	0.00560629	0.0108856	0.0112747	0.0118725	0.0157611
2.9771	0.111918	0.003305	0.003305	0.0147206	0.0156563	2.9771	0.00553157	0.00561597	0.0109106	0.0113003	0.0118976	0.0157857
2.98371	0.112082	0.003305	0.003305	0.0147459	0.0156812	2.98371	0.00554139	0.00562568	0.0109356	0.011326	0.0119228	0.0158103
2.99033	0.112246	0.003305	0.003305	0.0147712	0.0157062	2.99033	0.00555124	0.00563541	0.0109606	0.0113516	0.0119479	0.015835
2.99695	0.11241	0.003305	0.003305	0.0147965	0.0157312	2.99695	0.00556111	0.00564518	0.0109856	0.0113773	0.0119731	0.0158597
3.00356	0.112574	0.003305	0.003305	0.0148218	0.0157563	3.00356	0.005571	0.00565497	0.0110107	0.011403	0.0119983	0.0158844
3.01018	0.112737	0.003305	0.003305	0.0148472	0.0157813	3.01018	0.00558093	0.0056648	0.0110358	0.0114287	0.0120235	0.0159091
3.0168	0.112901	0.003305	0.003305	0.0148726	0.0158064	3.0168	0.00559088	0.00567465	0.0110608	0.0114544	0.0120488	0.0159339
3.02341	0.113065	0.003305	0.003305	0.014898	0.0158315	3.02341	0.00560085	0.00568452	0.0110859	0.0114801	0.012074	0.0159587
3.03003	0.113229	0.003305	0.003305	0.0149235	0.0158566	3.03003	0.00561085	0.00569443	0.011111	0.0115058	0.0120993	0.0159835
3.03665	0.113392	0.003305	0.003305	0.014949	0.0158818	3.03665	0.00562088	0.00570436	0.0111361	0.0115316	0.0121245	0.0160083
3.04326	0.113556	0.003305	0.003305	0.0149745	0.0159069	3.04326	0.00563093	0.00571432	0.0111612	0.0115573	0.0121498	0.0160332
3.04988	0.113719	0.003305	0.003305	0.015	0.0159321	3.04988	0.005641	0.00572431	0.0111864	0.0115831	0.0121751	0.0160581
3.0565	0.113883	0.003305	0.003305	0.0150255	0.0159573	3.0565	0.00565111	0.00573433	0.0112115	0.0116088	0.0122004	0.016083
3.06311	0.114047	0.003305	0.003305	0.0150511	0.0159826	3.06311	0.00566123	0.00574437	0.0112367	0.0116346	0.0122257	0.0161079
3.06973	0.11421	0.003305	0.003305	0.0150767	0.0160078	3.06973	0.00567138	0.00575444	0.0112618	0.0116604	0.0122511	0.0161329
3.07635	0.114373	0.003305	0.003305	0.0151023	0.0160331	3.07635	0.00568156	0.00576453	0.011287	0.0116862	0.0122764	0.0161579
3.08296	0.114537	0.003305	0.003305	0.015128	0.0160584	3.08296	0.00569176	0.00577466	0.0113122	0.011712	0.0123017	0.0161829
3.08958	0.1147	0.003305	0.003305	0.0151536	0.0160837	3.08958	0.00570198	0.0057848	0.0113374	0.0117379	0.0123271	0.0162079
3.0962	0.114864	0.003305	0.003305	0.0151793	0.0161091	3.0962	0.00571223	0.00579498	0.0113626	0.0117637	0.0123525	0.016233
3.10281	0.115027	0.003305	0.003305	0.015205	0.0161344	3.10281	0.0057225	0.00580518	0.0113878	0.0117896	0.0123779	0.016258
3.10943	0.11519	0.003305	0.003305	0.0152307	0.0161598	3.10943	0.00573279	0.0058154	0.011413	0.0118154	0.0124033	0.0162831
3.11605	0.115354	0.003305	0.003305	0.0152565	0.0161852	3.11605	0.00574311	0.00582565	0.0114382	0.0118413	0.0124287	0.0163082
3.12266	0.115517	0.003305	0.003305	0.0152822	0.0162107	3.12266	0.00575345	0.00583593	0.0114635	0.0118672	0.0124541	0.0163334
3.12928	0.11568	0.003305	0.003305	0.015308	0.0162361	3.12928	0.00576382	0.00584623	0.0114887	0.0118931	0.0124795	0.0163585
3.1359	0.115843	0.003305	0.003305	0.0153338	0.0162616	3.1359	0.0057742	0.00585656	0.011514	0.011919	0.012505	0.0163837
3.14251	0.116007	0.003305	0.003305	0.0153597	0.0162871	3.14251	0.00578461	0.00586691	0.0115392	0.0119449	0.0125304	0.0164089
3.14913	0.11617	0.003305	0.003305	0.0153855	0.0163126	3.14913	0.00579505	0.00587729	0.0115645	0.0119708	0.0125559	0.0164342
3.15575	0.116333	0.003305	0.003305	0.0154114	0.0163381	3.15575	0.0058055	0.00588769	0.0115898	0.0119967	0.0125814	0.0164594
3.16236	0.116496	0.003305	0.003305	0.0154373	0.0163637	3.16236	0.00581598	0.00589811	0.0116151	0.0120226	0.0126068	0.0164847
3.16898	0.116659	0.003305	0.003305	0.0154632	0.0163892	3.16898	0.00582648	0.00590856	0.0116404	0.0120486	0.0126323	0.01651
3.1756	0.116822	0.003305	0.003305	0.0154892	0.0164148	3.1756	0.005837	0.00591904	0.0116657	0.0120745	0.0126578	0.0165353
3.18221	0.116985	0.003305	0.003305	0.0155151	0.0164404	3.18221	0.00584755	0.00592953	0.011691	0.0121005	0.0126833	0.0165606
3.18883	0.117148	0.003305	0.003305	0.0155411	0.0164661	3.18883	0.00585811	0.00594006	0.0117163	0.0121265	0.0127089	0.016586
3.19545	0.117311	0.003305	0.003305	0.0155671	0.0164917	3.19545	0.0058687	0.0059506	0.0117416	0.0121524	0.0127344	0.0166113
3.20206	0.117474	0.003305	0.003305	0.0155931	0.0165174	3.20206	0.00587931	0.00596117	0.011767	0.0121784	0.0127599	0.0166367
3.20868	0.117637	0.003305	0.003305	0.0156191	0.0165431	3.20868	0.00588994	0.00597176	0.0117923	0.0122044	0.0127855	0.0166621
3.2153	0.1178	0.003305	0.003305	0.0156452	0.0165688	3.2153	0.00590059	0.00598237	0.0118177	0.0122304	0.012811	0.0166876
3.22191	0.117963	0.003305	0.003305	0.0156712	0.0165945	3.22191	0.00591127	0.00599301	0.011843	0.0122564	0.0128366	0.016713
3.22853	0.118125	0.003305	0.003305	0.0156973	0.0166202	3.22853	0.00592196	0.00600367	0.0118684	0.0122825	0.0128622	0.0167385
3.23515	0.118288	0.003305	0.003305	0.0157234	0.016646	3.23515	0.00593267	0.00601436	0.0118938	0.0123085	0.0128877	0.016764
3.24176	0.118451	0.003305	0.003305	0.0157496	0.0166717	3.24176	0.00594341	0.00602506	0.0119192	0.0123345	0.0129133	0.0167895
3.24838	0.118614	0.003305	0.003305	0.0157757	0.0166975	3.24838	0.00595417	0.00603579	0.0119445	0.0123606	0.0129389	0.016815
3.255	0.118776	0.003305	0.003305	0.0158019	0.0167234	3.255	0.00596494	0.00604654	0.0119699	0.0123866	0.0129645	0.0168406
3.26161	0.118939	0.003305	0.003305	0.0158281	0.0167492	3.26161	0.00597574	0.00605731	0.0119953	0.0124127	0.0129902	0.0168661
3.26823	0.119102	0.003305	0.003305	0.0158543	0.016775	3.26823	0.00598655	0.00606811	0.0120207	0.0124387	0.0130158	0.0168917
3.27484	0.119264	0.003305	0.003305	0.0158805	0.0168009	3.27484	0.00599739	0.00607892	0.0120462	0.0124648	0.0130414	0.0169173
3.28146	0.119427	0.003305	0.003305	0.0159067	0.0168268	3.28146	0.00600825	0.00608976	0.0120716	0.0124909	0.013067	0.0169429
3.28808	0.119589	0.003305	0.003305	0.015933	0.0168527	3.28808	0.00601912	0.00610062	0.012097	0.0125169	0.0130927	0.0169686
3.29469	0.119752	0.003305	0.003305	0.0159592	0.0168786	3.29469	0.00603002	0.0061115	0.0121224	0.012543	0.0131183	0.0169942
3.30131	0.119914	0.003305	0.003305	0.0159855	0.0169045	3.30131	0.00604093	0.0061224	0.0121479	0.0125691	0.013144	0.0170199
3.30793	0.120077	0.003305	0.003305	0.0160118	0.0169305	3.30793	0.00605186	0.00613333	0.0121733	0.0125952	0.0131697	0.0170456
3.31454	0.120239	0.003305	0.003305	0.0160381	0.0169564	3.31454	0.00606282	0.00614427	0.0121988	0.0126213	0.0131954	0.0170713
3.32116	0.120402	0.003305	0.003305	0.0160645	0.0169824	3.32116	0.00607379	0.00615523	0.0122242	0.0126474	0.013221	0.017097
3.32778	0.120564	0.003305	0.003305	0.0160908	0.0170084	3.32778	0.00608478	0.00616622	0.0122497	0.0126736	0.0132467	0.0171228
3.33439	0.120726	0.003305	0.003305	0.0161172	0.0170344	3.33439	0.00609579	0.00617722	0.0122751	0.0126997	0.0132724	0.0171486
3.34101	0.120889	0.003305	0.003305	0.0161436	0.0170604	3.34101	0.00610682	0.00618825	0.0123006	0.0127258	0.0132981	0.0171743
3.34763	0.121051	0.003305	0.003305	0.01617	0.0170865	3.34763	0.00611786	0.0061993	0.0123261	0.0127519	0.0133238	0.0172001
3.35424	0.121213	0.003305	0.003305	0.0161964	0.0171125	3.35424	0.00612893	0.00621036	0.0123516	0.0127781	0.0133495	0.0172259
3.36086	0.121376	0.003305	0.003305	0.0162228	0.0171386	3.36086	0.00614001	0.00622145	0.012377	0.0128042	0.0133753	0.0172518
3.36748	0.121538	0.003305	0.003305	0.0162493	0.0171647	3.36748	0.00615111	0.00623255	0.0124025	0.0128304	0.013401	0.0172776
3.37409	0.1217	0.003305	0.003305	0.0162758	0.0171908	3.37409	0.00616223	0.00624368	0.012428	0.0128565	0.0134267	0.0173035
3.38071	0.121862	0.003305	0.003305	0.0163022	0.0172169	3.38071	0.00617336	0.00625482	0.0124535	0.0128827	0.0134525	0.0173294
3.38733	0.122024	0.003305	0.003305	0.0163287	0.0172431	3.38733	0.00618452	0.00626599	0.012479	0.0129088	0.0134782	0.0173553
3.39394	0.122186	0.003305	0.003305	0.0163552	0.0172692	3.39394	0.00619569	0.00627717	0.0125045	0.012935	0.013504	0.0173812
3.40056	0.122348	0.003305	0.003305	0.0163818	0.0172954	3.40056	0.00620687	0.00628837	0.01253	0.0129612	0.0135297	0.0174071
3.40718	0.12251	0.003305	0.003305	0.0164083	0.0173216	3.40718	0.00621808	0.00629959	0.0125555	0.0129874	0.0135555	0.017433
3.41379	0.122672	0.003305	0.003305	0.0164349	0.0173477	3.41379	0.0062293	0.00631083	0.0125811	0.0130136	0.0135812	0.017459
3.42041	0.122834	0.003305	0.003305	0.0164614	0.017374	3.42041	0.00624054	0.00632209	0.0126066	0.0130397	0.013607	0.017485
3.42703	0.122996	0.003305	0.003305	0.016488	0.0174002	3.42703	0.0062518	0.00633337	0.0126321	0.0130659	0.0136328	0.017511
3.43364	0.123158	0.003305	0.003305	0.0165146	0.0174264	3.43364	0.00626307	0.00634466	0.0126576	0.0130921	0.0136586	0.017537
3.44026	0.12332	0.003305	0.003305	0.0165412	0.0174527	3.44026	0.00627436	0.00635597	0.0126832	0.0131183	0.0136844	0.017563
3.44688	0.123482	0.003305	0.003305	0.0165678	0.0174789	3.44688	0.00628567	0.00636731	0.0127087	0.0131445	0.0137102	0.017589
3.45349	0.123644	0.003305	0.003305	0.0165945	0.0175052	3.45349	0.00629699	0.00637865	0.0127342	0.0131707	0.0137359	0.0176151
3.46011	0.123806	0.003305	0.003305	0.0166211	0.0175315	3.46011	0.00630833	0.00639002	0.0127598	0.0131969	0.0137618	0.0176411
3.46673	0.123967	0.003305	0.003305	0.0166478	0.0175578	3.46673	0.00631968	0.00640141	0.0127853	0.0132232	0.0137876	0.0176672
3.47334	0.124129	0.003305	0.003305	0.0166745	0.0175841	3.47334	0.00633105	0.00641281	0.0128109	0.0132494	0.0138134	0.0176933
3.47996	0.124291	0.003305	0.003305	0.0167012	0.0176104	3.47996	0.00634244	0.00642423	0.0128364	0.0132756	0.0138392	0.0177194
3.48658	0.124452	0.003305	0.003305	0.0167279	0.0176368	3.48658	0.00635384	0.00643567	0.012862	0.0133018	0.013865	0.0177455
3.49319	0.124614	0.003305	0.003305	0.0167546	0.0176631	3.49319	0.00636526	0.00644712	0.0128875	0.013328	0.0138908	0.0177716
3.49981	0.124776	0.003305	0.003305	0.0167813	0.0176895	3.49981	0.00637669	0.00645859	0.0129131	0.0133543	0.0139167	0.0177978
3.50643	0.124937	0.003305	0.003305	0.016808	0.0177159	3.50643	0.00638814	0.00647008	0.0129387	0.0133805	0.0139425	0.0178239
3.51304	0.125099	0.003305	0.003305	0.0168348	0.0177423	3.51304	0.0063996	0.00648159	0.0129642	0.0134067	0.0139683	0.0178501
3.51966	0.12526	0.003305	0.003305	0.0168616	0.0177687	3.51966	0.00641108	0.00649311	0.0129898	0.013433	0.0139942	0.0178763
3.52628	0.125422	0.003305	0.003305	0.0168883	0.0177951	3.52628	0.00642257	0.00650464	0.0130154	0.0134592	0.01402	0.0179025
3.53289	0.125583	0.003305	0.003305	0.0169151	0.0178215	3.53289	0.00643408	0.0065162	0.0130409	0.0134855	0.0140458	0.0179287
3.53951	0.125745	0.003305	0.003305	0.0169419	0.0178479	3.53951	0.00644561	0.00652777	0.0130665	0.0135117	0.0140717	0.0179549
3.54613	0.125906	0.003305	0.003305	0.0169688	0.0178744	3.54613	0.00645714	0.00653936	0.0130921	0.013538	0.0140975	0.0179812
3.55274	0.126068	0.003305	0.003305	0.0169956	0.0179009	3.55274	0.0064687	0.00655096	0.0131176	0.0135642	0.0141234	0.0180074
3.55936	0.126229	0.003305	0.003305	0.0170224	0.0179273	3.55936	0.00648026	0.00656258	0.0131432	0.0135905	0.0141493	0.0180337
3.56598	0.12639	0.003305	0.003305	0.0170493	0.0179538	3.56598	0.00649184	0.00657421	0.0131688	0.0136167	0.0141751	0.01806
3.57259	0.126552	0.003305	0.003305	0.0170761	0.0179803	3.57259	0.00650344	0.00658586	0.0131944	0.013643	0.014201	0.0180862
3.57921	0.126713	0.003305	0.003305	0.017103	0.0180068	3.57921	0.00651505	0.00659753	0.01322	0.0136692	0.0142269	0.0181125
3.58583	0.126874	0.003305	0.003305	0.0171299	0.0180333	3.58583	0.00652667	0.00660921	0.0132456	0.0136955	0.0142527	0.0181389
3.59244	0.127035	0.003305	0.003305	0.0171568	0.0180599	3.59244	0.00653831	0.00662091	0.0132711	0.0137218	0.0142786	0.0181652
3.59906	0.127197	0.003305	0.003305	0.0171837	0.0180864	3.59906	0.00654996	0.00663262	0.0132967	0.013748	0.0143045	0.0181915
3.60568	0.127358	0.003305	0.003305	0.0172106	0.018113	3.60568	0.00656162	0.00664435	0.0133223	0.0137743	0.0143304	0.0182179
3.61229	0.127519	0.003305	0.003305	0.0172375	0.0181395	3.61229	0.0065733	0.00665609	0.0133479	0.0138005	0.0143562	0.0182442
3.61891	0.12768	0.003305	0.003305	0.0172645	0.0181661	3.61891	0.00658499	0.00666785	0.0133735	0.0138268	0.0143821	0.0182706
3.62553	0.127841	0.003305	0.003305	0.0172914	0.0181927	3.62553	0.0065967	0.00667962	0.0133991	0.0138531	0.014408	0.018297
3.63214	0.128002	0.003305	0.003305	0.0173184	0.0182193	3.63214	0.00660842	0.0066914	0.0134247	0.0138794	0.0144339	0.0183234
3.63876	0.128163	0.003305	0.003305	0.0173453	0.0182459	3.63876	0.00662015	0.0067032	0.0134503	0.0139056	0.0144598	0.0183498
3.64538	0.128324	0.003305	0.003305	0.0173723	0.0182725	3.64538	0.00663189	0.00671502	0.0134759	0.0139319	0.0144857	0.0183762
3.65199	0.128485	0.003305	0.003305	0.0173993	0.0182991	3.65199	0.00664365	0.00672685	0.0135015	0.0139582	0.0145116	0.0184026
3.65861	0.128646	0.003305	0.003305	0.0174263	0.0183258	3.65861	0.00665542	0.00673869	0.0135271	0.0139844	0.0145375	0.018429
3.66523	0.128807	0.003305	0.003305	0.0174533	0.0183524	3.66523	0.0066672	0.00675055	0.0135527	0.0140107	0.0145634	0.0184555
3.67184	0.128968	0.003305	0.003305	0.0174803	0.0183791	3.67184	0.00667899	0.00676242	0.0135783	0.014037	0.0145893	0.0184819
3.67846	0.129129	0.003305	0.003305	0.0175073	0.0184057	3.67846	0.0066908	0.00677431	0.0136039	0.0140633	0.0146152	0.0185084
3.68508	0.129289	0.003305	0.003305	0.0175344	0.0184324	3.68508	0.00670262	0.0067862	0.0136295	0.0140896	0.0146411	0.0185349
3.69169	0.12945	0.003305	0.003305	0.0175614	0.0184591	3.69169	0.00671445	0.00679812	0.013655	0.0141158	0.014667	0.0185614
3.69831	0.129611	0.003305	0.003305	0.0175885	0.0184858	3.69831	0.00672629	0.00681004	0.0136806	0.0141421	0.0146929	0.0185879
3.70492	0.129772	0.003305	0.003305	0.0176155	0.0185125	3.70492	0.00673815	0.00682198	0.0137062	0.0141684	0.0147188	0.0186144
3.71154	0.129932	0.003305	0.003305	0.0176426	0.0185392	3.71154	0.00675002	0.00683393	0.0137318	0.0141947	0.0147447	0.0186409
3.71816	0.130093	0.003305	0.003305	0.0176697	0.0185659	3.71816	0.0067619	0.0068459	0.0137574	0.0142209	0.0147706	0.0186674
3.72477	0.130254	0.003305	0.003305	0.0176968	0.0185926	3.72477	0.00677379	0.00685788	0.013783	0.0142472	0.0147965	0.018694
3.73139	0.130414	0.003305	0.003305	0.0177239	0.0186193	3.73139	0.00678569	0.00686987	0.0138086	0.0142735	0.0148224	0.0187205
3.73801	0.130575	0.003305	0.003305	0.017751	0.0186461	3.73801	0.00679761	0.00688187	0.0138342	0.0142998	0.0148483	0.0187471
3.74462	0.130735	0.003305	0.003305	0.0177781	0.0186728	3.74462	0.00680953	0.00689389	0.0138598	0.0143261	0.0148742	0.0187736
3.75124	0.130896	0.003305	0.003305	0.0178052	0.0186996	3.75124	0.00682147	0.00690592	0.0138854	0.0143523	0.0149002	0.0188002
3.75786	0.131056	0.003305	0.003305	0.0178323	0.0187264	3.75786	0.00683342	0.00691796	0.013911	0.0143786	0.0149261	0.0188268
3.76447	0.131217	0.003305	0.003305	0.0178595	0.0187531	3.76447	0.00684538	0.00693002	0.0139366	0.0144049	0.014952	0.0188534
3.77109	0.131377	0.003305	0.003305	0.0178866	0.0187799	3.77109	0.00685735	0.00694208	0.0139622	0.0144312	0.0149779	0.01888
3.77771	0.131538	0.003305	0.003305	0.0179137	0.0188067	3.77771	0.00686933	0.00695416	0.0139878	0.0144575	0.0150038	0.0189066
3.78432	0.131698	0.003305	0.003305	0.0179409	0.0188335	3.78432	0.00688132	0.00696626	0.0140134	0.0144837	0.0150297	0.0189332
3.79094	0.131859	0.003305	0.003305	0.0179681	0.0188603	3.79094	0.00689332	0.00697836	0.014039	0.01451	0.0150556	0.0189598
3.79756	0.132019	0.003305	0.003305	0.0179952	0.0188871	3.79756	0.00690534	0.00699047	0.0140646	0.0145363	0.0150816	0.0189865
3.80417	0.132179	0.003305	0.003305	0.0180224	0.0189139	3.80417	0.00691736	0.0070026	0.0140902	0.0145626	0.0151075	0.0190131
3.81079	0.132339	0.003305	0.003305	0.0180496	0.0189408	3.81079	0.00692939	0.00701474	0.0141157	0.0145888	0.0151334	0.0190398
3.81741	0.1325	0.003305	0.003305	0.0180768	0.0189676	3.81741	0.00694144	0.00702689	0.0141413	0.0146151	0.0151593	0.0190664
3.82402	0.13266	0.003305	0.003305	0.018104	0.0189945	3.82402	0.00695349	0.00703905	0.0141669	0.0146414	0.0151852	0.0190931
3.83064	0.13282	0.003305	0.003305	0.0181312	0.0190213	3.83064	0.00696556	0.00705122	0.0141925	0.0146676	0.0152111	0.0191198
3.83726	0.13298	0.003305	0.003305	0.0181584	0.0190482	3.83726	0.00697763	0.00706341	0.0142181	0.0146939	0.0152371	0.0191464
3.84387	0.13314	0.003305	0.003305	0.0181857	0.019075	3.84387	0.00698972	0.0070756	0.0142437	0.0147202	0.015263	0.0191731
3.85049	0.1333	0.003305	0.003305	0.0182129	0.0191019	3.85049	0.00700181	0.00708781	0.0142692	0.0147464	0.0152889	0.0191998
3.85711	0.13346	0.003305	0.003305	0.0182401	0.0191288	3.85711	0.00701392	0.00710003	0.0142948	0.0147727	0.0153148	0.0192265
3.86372	0.13362	0.003305	0.003305	0.0182674	0.0191557	3.86372	0.00702603	0.00711226	0.0143204	0.014799	0.0153407	0.0192532
3.87034	0.13378	0.003305	0.003305	0.0182946	0.0191825	3.87034	0.00703816	0.0071245	0.014346	0.0148252	0.0153666	0.01928
3.87696	0.13394	0.003305	0.003305	0.0183219	0.0192094	3.87696	0.00705029	0.00713675	0.0143716	0.0148515	0.0153925	0.0193067
3.88357	0.1341	0.003305	0.003305	0.0183491	0.0192363	3.88357	0.00706244	0.00714901	0.0143971	0.0148778	0.0154184	0.0193334
3.89019	0.13426	0.003305	0.003305	0.0183764	0.0192633	3.89019	0.00707459	0.00716128	0.0144227	0.014904	0.0154444	0.0193602
3.89681	0.13442	0.003305	0.003305	0.0184037	0.0192902	3.89681	0.00708675	0.00717356	0.0144483	0.0149303	0.0154703	0.0193869
3.90342	0.13458	0.003305	0.003305	0.0184309	0.0193171	3.90342	0.00709892	0.00718585	0.0144738	0.0149565	0.0154962	0.0194137
3.91004	0.13474	0.003305	0.003305	0.0184582	0.019344	3.91004	0.0071111	0.00719815	0.0144994	0.0149828	0.0155221	0.0194404
3.91666	0.1349	0.003305	0.003305	0.0184855	0.0193709	3.91666	0.00712329	0.00721046	0.0145249	0.015009	0.015548	0.0194672
3.92327	0.135059	0.003305	0.003305	0.0185128	0.0193979	3.92327	0.00713549	0.00722279	0.0145505	0.0150353	0.0155739	0.019494
3.92989	0.135219	0.003305	0.003305	0.0185401	0.0194248	3.92989	0.0071477	0.00723512	0.0145761	0.0150615	0.0155998	0.0195208
3.93651	0.135379	0.003305	0.003305	0.0185674	0.0194518	3.93651	0.00715991	0.00724746	0.0146016	0.0150878	0.0156257	0.0195475
3.94312	0.135538	0.003305	0.003305	0.0185947	0.0194787	3.94312	0.00717214	0.00725981	0.0146272	0.015114	0.0156516	0.0195743
3.94974	0.135698	0.003305	0.003305	0.018622	0.0195057	3.94974	0.00718437	0.00727218	0.0146527	0.0151402	0.0156775	0.0196011
3.95636	0.135858	0.003305	0.003305	0.0186494	0.0195327	3.95636	0.00719661	0.00728455	0.0146783	0.0151665	0.0157034	0.0196279
3.96297	0.136017	0.003305	0.003305	0.0186767	0.0195596	3.96297	0.00720886	0.00729693	0.0147038	0.0151927	0.0157293	0.0196547
3.96959	0.136177	0.003305	0.003305	0.018704	0.0195866	3.96959	0.00722112	0.00730932	0.0147294	0.0152189	0.0157552	0.0196816
3.97621	0.136336	0.003305	0.003305	0.0187313	0.0196136	3.97621	0.00723339	0.00732172	0.0147549	0.0152452	0.0157811	0.0197084
3.98282	0.136496	0.003305	0.003305	0.0187587	0.0196406	3.98282	0.00724567	0.00733413	0.0147804	0.0152714	0.015807	0.0197352
3.98944	0.136655	0.003305	0.003305	0.018786	0.0196676	3.98944	0.00725795	0.00734654	0.014806	0.0152976	0.0158329	0.0197621
3.99606	0.136815	0.003305	0.003305	0.0188134	0.0196946	3.99606	0.00727024	0.00735897	0.0148315	0.0153238	0.0158588	0.0197889
4.00267	0.136974	0.003305	0.003305	0.0188407	0.0197216	4.00267	0.00728254	0.00737141	0.014857	0.01535	0.0158846	0.0198157
4.00929	0.137134	0.003305	0.003305	0.0188681	0.0197486	4.00929	0.00729485	0.00738385	0.0148825	0.0153763	0.0159105	0.0198426
4.01591	0.137293	0.003305	0.003305	0.0188954	0.0197756	4.01591	0.00730716	0.00739631	0.0149081	0.0154025	0.0159364	0.0198694
4.02252	0.137452	0.003305	0.003305	0.0189228	0.0198026	4.02252	0.00731948	0.00740877	0.0149336	0.0154287	0.0159623	0.0198963
4.02914	0.137612	0.003305	0.003305	0.0189502	0.0198296	4.02914	0.00733181	0.00742124	0.0149591	0.0154549	0.0159882	0.0199232
4.03576	0.137771	0.003305	0.003305	0.0189776	0.0198566	4.03576	0.00734415	0.00743372	0.0149846	0.0154811	0.016014	0.01995
4.04237	0.13793	0.003305	0.003305	0.0190049	0.0198837	4.04237	0.0073565	0.00744621	0.0150101	0.0155073	0.0160399	0.0199769
4.04899	0.138089	0.003305	0.003305	0.0190323	0.0199107	4.04899	0.00736885	0.0074587	0.0150356	0.0155335	0.0160658	0.0200038
4.05561	0.138248	0.003305	0.003305	0.0190597	0.0199377	4.05561	0.00738121	0.00747121	0.0150611	0.0155597	0.0160917	0.0200307
4.06222	0.138408	0.003305	0.003305	0.0190871	0.0199648	4.06222	0.00739358	0.00748372	0.0150866	0.0155859	0.0161175	0.0200576
4.06884	0.138567	0.003305	0.003305	0.0191145	0.0199918	4.06884	0.00740595	0.00749624	0.0151121	0.0156121	0.0161434	0.0200845
4.07546	0.138726	0.003305	0.003305	0.0191419	0.0200188	4.07546	0.00741833	0.00750877	0.0151376	0.0156382	0.0161692	0.0201113
4.08207	0.138885	0.003305	0.003305	0.0191693	0.0200459	4.08207	0.00743072	0.00752131	0.0151631	0.0156644	0.0161951	0.0201382
4.08869	0.139044	0.003305	0.003305	0.0191967	0.0200729	4.08869	0.00744312	0.00753386	0.0151886	0.0156906	0.016221	0.0201652
4.09531	0.139203	0.003305	0.003305	0.0192241	0.0201	4.09531	0.00745552	0.00754641	0.0152141	0.0157168	0.0162468	0.0201921
4.10192	0.139362	0.003305	0.003305	0.0192515	0.0201271	4.10192	0.00746793	0.00755897	0.0152395	0.0157429	0.0162727	0.020219
4.10854	0.139521	0.003305	0.003305	0.0192789	0.0201541	4.10854	0.00748035	0.00757154	0.015265	0.0157691	0.0162985	0.0202459
4.11516	0.13968	0.003305	0.003305	0.0193063	0.0201812	4.11516	0.00749277	0.00758412	0.0152905	0.0157953	0.0163244	0.0202728
4.12177	0.139839	0.003305	0.003305	0.0193337	0.0202083	4.12177	0.0075052	0.0075967	0.015316	0.0158214	0.0163502	0.0202997
4.12839	0.139997	0.003305	0.003305	0.0193611	0.0202353	4.12839	0.00751763	0.00760929	0.0153414	0.0158476	0.016376	0.0203267
4.135	0.140156	0.003305	0.003305	0.0193885	0.0202624	4.135	0.00753008	0.00762189	0.0153669	0.0158737	0.0164019	0.0203536
4.14162	0.140315	0.003305	0.003305	0.019416	0.0202895	4.14162	0.00754252	0.00763449	0.0153923	0.0158999	0.0164277	0.0203805
4.14824	0.140474	0.003305	0.003305	0.0194434	0.0203166	4.14824	0.00755498	0.00764711	0.0154178	0.015926	0.0164535	0.0204075
4.15485	0.140633	0.003305	0.003305	0.0194708	0.0203436	4.15485	0.00756744	0.00765973	0.0154432	0.0159522	0.0164794	0.0204344
4.16147	0.140791	0.003305	0.003305	0.0194982	0.0203707	4.16147	0.00757991	0.00767236	0.0154687	0.0159783	0.0165052	0.0204614
4.16809	0.14095	0.003305	0.003305	0.0195257	0.0203978	4.16809	0.00759238	0.00768499	0.0154941	0.0160044	0.016531	0.0204883
4.1747	0.141109	0.003305	0.003305	0.0195531	0.0204249	4.1747	0.00760486	0.00769763	0.0155195	0.0160306	0.0165568	0.0205153
4.18132	0.141267	0.003305	0.003305	0.0195806	0.020452	4.18132	0.00761735	0.00771028	0.015545	0.0160567	0.0165826	0.0205422
4.18794	0.141426	0.003305	0.003305	0.019608	0.0204791	4.18794	0.00762984	0.00772293	0.0155704	0.0160828	0.0166084	0.0205692
4.19455	0.141584	0.003305	0.003305	0.0196354	0.0205062	4.19455	0.00764234	0.0077356	0.0155958	0.0161089	0.0166342	0.0205961
4.20117	0.141743	0.003305	0.003305	0.0196629	0.0205333	4.20117	0.00765484	0.00774826	0.0156212	0.016135	0.01666	0.0206231
4.20779	0.141901	0.003305	0.003305	0.0196903	0.0205604	4.20779	0.00766735	0.00776094	0.0156466	0.0161611	0.0166858	0.0206501
4.2144	0.14206	0.003305	0.003305	0.0197178	0.0205875	4.2144	0.00767986	0.00777362	0.015672	0.0161872	0.0167116	0.020677
4.22102	0.142218	0.003305	0.003305	0.0197452	0.0206146	4.22102	0.00769238	0.00778631	0.0156974	0.0162133	0.0167374	0.020704
4.22764	0.142377	0.003305	0.003305	0.0197727	0.0206417	4.22764	0.00770491	0.007799	0.0157228	0.0162394	0.0167632	0.020731
