X_SbBe70V	Y_SbBe70V	ErrorX_SbBe70V	ErrorY_SbBe70V	X_Sb70fit	Y_Sb70fit	ErrorX_Sb70fit	ErrorY_Sb70fit	X_Sb70bkg	Y_Sb70bkg	X_YBe70V	Y_YBe70V	ErrorX_YBe70V	ErrorY_YBe70V	X_Y70fit	Y_Y70fit	ErrorX_Y70fit	ErrorY_Y70fit	X_Y70bkg	Y_Y70bkg	X_YBe25V	Y_YBe25V	ErrorX_YBe25V	ErrorY_YBe25V	X_Y25fit	Y_Y25fit	ErrorX_Y25fit	ErrorY_Y25fit	X_Y25bkg	Y_Y25bkg
39.007	326.696	0.0965398	33.6961	75.6036	294.449	0.193467	0.00000108762	75.6036	294.449					78.2054	2378.45	0.199365	0.00000483445	78.2054	2329.9					52.991	10721.6	0.134233	0.0000038261	52.991	10634.4
39.2002	281.515	0.0965398	31.2794	75.9909	293.486	0.193467	0.00000108406	75.9909	293.486					78.6045	2378.33	0.199365	0.0000047042	78.6045	2330.42					53.2597	10721.3	0.134233	0.0000038333	53.2597	10635
39.3934	316.269	0.0965398	33.154	76.3782	292.37	0.193467	0.00000107994	76.3782	292.37					79.0037	2378.35	0.199365	0.00000459882	79.0037	2330.97					53.5285	10721	0.134233	0.00000386982	53.5285	10635.8
39.5866	302.367	0.0965398	32.4172	76.7656	291.16	0.193467	0.00000107547	76.7656	291.16					79.4028	2378.4	0.199365	0.0000045833	79.4028	2331.54					53.7972	10720.7	0.134233	0.00000391228	53.7972	10636.7
39.7798	281.515	0.0965398	31.2794	77.1529	289.922	0.193467	0.0000010709	77.1529	289.922					79.8019	2378.41	0.199365	0.00000466534	79.8019	2332.12					54.0659	10720.3	0.134233	0.00000393449	54.0659	10637.7
39.9729	267.613	0.0965398	30.4973	77.5402	288.716	0.193467	0.00000106644	77.5402	288.716					80.201	2378.36	0.199365	0.00000478157	80.201	2332.7					54.3347	10719.9	0.134233	0.0000039327	54.3347	10638.8
40.1661	260.662	0.0965398	30.0986	77.9275	287.593	0.193467	0.00000106229	77.9275	287.593					80.6002	2378.32	0.199365	0.00000487238	80.6002	2333.29					54.6034	10719.4	0.134233	0.00000393999	54.6034	10640.1
40.3593	271.088	0.0965398	30.6947	78.3148	286.593	0.193467	0.0000010586	78.3148	286.593					80.9993	2378.36	0.199365	0.0000049331	80.9993	2333.86					54.8721	10719	0.134233	0.00000398172	54.8721	10641.5
40.5525	330.171	0.0965398	33.8749	78.7022	285.745	0.193467	0.00000105547	78.7022	285.745					81.3984	2378.49	0.199365	0.00000500985	81.3984	2334.43					55.1409	10718.7	0.134233	0.00000405421	55.1409	10643.1
40.7456	375.353	0.0965398	36.1183	79.0895	285.059	0.193467	0.00000105293	79.0895	285.059					81.7976	2378.65	0.199365	0.00000510719	81.7976	2335					55.4096	10718.3	0.134233	0.00000412203	55.4096	10644.7
40.9388	281.515	0.0965398	31.2794	79.4768	284.533	0.193467	0.00000105099	79.4768	284.533					82.1967	2378.78	0.199365	0.00000519328	82.1967	2335.55					55.6783	10717.8	0.134233	0.00000414246	55.6783	10646.5
41.132	246.76	0.0965398	29.285	79.8641	284.152	0.193467	0.00000104958	79.8641	284.152					82.5958	2378.85	0.199365	0.00000522227	82.5958	2336.1					55.9471	10717.5	0.134233	0.00000409814	55.9471	10648.5
41.3252	312.794	0.0965398	32.9714	80.2514	283.889	0.193467	0.00000104861	80.2514	283.889					82.995	2378.84	0.199365	0.00000519761	82.995	2336.63					56.2158	10717.6	0.134233	0.00000404191	56.2158	10650.6
41.5183	302.367	0.0965398	32.4172	80.6388	283.714	0.193467	0.00000104797	80.6388	283.714					83.3941	2378.77	0.199365	0.00000515835	83.3941	2337.16					56.4846	10718.3	0.134233	0.00000404373	56.4846	10652.8
41.7115	295.416	0.0965398	32.0424	81.0261	283.593	0.193467	0.00000104752	81.0261	283.593					83.7932	2378.63	0.199365	0.00000514567	83.7932	2337.67					56.7533	10719.3	0.134233	0.00000413073	56.7533	10655.2
41.9047	288.466	0.0965398	31.6632	81.4134	283.49	0.193467	0.00000104714	81.4134	283.49					84.1923	2378.37	0.199365	0.00000517892	84.1923	2338.18					57.022	10720.4	0.134233	0.00000425272	57.022	10657.7
42.0979	302.367	0.0965398	32.4172	81.8007	283.375	0.193467	0.00000104671	81.8007	283.375					84.5915	2377.99	0.199365	0.00000522278	84.5915	2338.66					57.2908	10721.5	0.134233	0.00000433096	57.2908	10660.3
42.291	309.318	0.0965398	32.7877	82.1881	283.224	0.193467	0.00000104615	82.1881	283.224					84.9906	2377.47	0.199365	0.00000522281	84.9906	2339.11					57.5595	10723	0.134233	0.00000432181	57.5595	10663.1
42.4842	326.696	0.0965398	33.6961	82.5754	283.016	0.193467	0.00000104539	82.5754	283.016					85.3897	2376.93	0.199365	0.00000513793	85.3897	2339.54					57.8282	10725	0.134233	0.00000424116	57.8282	10666
42.6774	309.318	0.0965398	32.7877	82.9627	282.745	0.193467	0.00000104438	82.9627	282.745					85.7889	2376.46	0.199365	0.00000501051	85.7889	2339.92					58.097	10727.6	0.134233	0.00000413136	58.097	10669
42.8706	305.843	0.0965398	32.603	83.35	282.407	0.193467	0.00000104314	83.35	282.407					86.188	2376.08	0.199365	0.00000491133	86.188	2340.25					58.3657	10730.3	0.134233	0.00000401979	58.3657	10672.2
43.0637	337.122	0.0965398	34.2296	83.7373	282.011	0.193467	0.00000104167	83.7373	282.011					86.5871	2375.74	0.199365	0.00000489048	86.5871	2340.52					58.6344	10733.1	0.134233	0.00000390238	58.6344	10675.4
43.2569	260.662	0.0965398	30.0986	84.1247	281.568	0.193467	0.00000104004	84.1247	281.568					86.9862	2375.38	0.199365	0.00000492195	86.9862	2340.72					58.9032	10735.9	0.134233	0.00000377551	58.9032	10678.8
43.4501	284.99	0.0965398	31.4719	84.512	281.094	0.193467	0.00000103829	84.512	281.094					87.3854	2374.96	0.199365	0.00000495904	87.3854	2340.83					59.1719	10738.6	0.134233	0.00000366226	59.1719	10682.3
43.6433	298.892	0.0965398	32.2304	84.8993	280.607	0.193467	0.00000103649	84.8993	280.607					87.7845	2374.49	0.199365	0.000004968	87.7845	2340.86					59.4406	10741.3	0.134233	0.00000359424	59.4406	10685.9
43.8365	368.402	0.0965398	35.7823	85.2866	280.131	0.193467	0.00000103473	85.2866	280.131					88.1836	2373.98	0.199365	0.00000496517	88.1836	2340.77					59.7094	10744	0.134233	0.00000357544	59.7094	10689.5
44.0296	271.088	0.0965398	30.6947	85.6739	279.683	0.193467	0.00000103308	85.6739	279.683					88.5828	2373.45	0.199365	0.00000497922	88.5828	2340.59					59.9781	10746.7	0.134233	0.00000356993	59.9781	10693.2
44.2228	264.137	0.0965398	30.2986	86.0613	279.284	0.193467	0.0000010316	86.0613	279.284					88.9819	2372.85	0.199365	0.00000502981	88.9819	2340.28					60.2468	10749.6	0.134233	0.00000353757	60.2468	10696.9
44.416	351.024	0.0965398	34.9282	86.4486	278.95	0.193467	0.00000103037	86.4486	278.95					89.381	2372.13	0.199365	0.00000511594	89.381	2339.86					60.5156	10752.6	0.134233	0.00000347325	60.5156	10700.7
44.6092	337.122	0.0965398	34.2296	86.8359	278.698	0.193467	0.00000102944	86.8359	278.698					89.7802	2371.26	0.199365	0.00000523596	89.7802	2339.32					60.7843	10755.8	0.134233	0.00000340425	60.7843	10704.5
44.8023	288.466	0.0965398	31.6632	87.2232	278.539	0.193467	0.00000102885	87.2232	278.539					90.1793	2370.24	0.199365	0.0000053831	90.1793	2338.67					61.0531	10759.1	0.134233	0.00000335104	61.0531	10708.3
44.9955	267.613	0.0965398	30.4973	87.6105	278.483	0.193467	0.00000102864	87.6105	278.483					90.5784	2369.1	0.199365	0.0000055264	90.5784	2337.9					61.3218	10762.5	0.134233	0.00000331681	61.3218	10712
45.1887	250.235	0.0965398	29.4905	87.9979	278.536	0.193467	0.00000102884	87.9979	278.536					90.9775	2367.85	0.199365	0.00000561336	90.9775	2337.02					61.5905	10765.8	0.134233	0.00000329852	61.5905	10715.8
45.3819	264.137	0.0965398	30.2986	88.3852	278.704	0.193467	0.00000102946	88.3852	278.704					91.3767	2366.49	0.199365	0.00000561518	91.3767	2336.04					61.8593	10768.8	0.134233	0.00000329192	61.8593	10719.5
45.575	278.039	0.0965398	31.0857	88.7725	278.99	0.193467	0.00000103052	88.7725	278.99					91.7758	2365.01	0.199365	0.0000055558	91.7758	2334.98					62.128	10771.6	0.134233	0.00000329019	62.128	10723.1
45.7682	260.662	0.0965398	30.0986	89.1598	279.394	0.193467	0.00000103201	89.1598	279.394					92.1749	2363.4	0.199365	0.00000548922	92.1749	2333.84					62.3967	10774.4	0.134233	0.00000328772	62.3967	10726.7
45.9614	302.367	0.0965398	32.4172	89.5471	279.913	0.193467	0.00000103393	89.5471	279.913					92.5741	2361.62	0.199365	0.00000545201	92.5741	2332.64					62.6655	10777.3	0.134233	0.00000328362	62.6655	10730.1
46.1546	347.549	0.0965398	34.7549	89.9345	280.544	0.193467	0.00000103625	89.9345	280.544					92.9732	2359.62	0.199365	0.00000545089	92.9732	2331.4					62.9342	10780.6	0.134233	0.0000032792	62.9342	10733.5
46.3477	305.843	0.0965398	32.603	90.3218	281.28	0.193467	0.00000103897	90.3218	281.28					93.3723	2357.39	0.199365	0.00000547094	93.3723	2330.13					63.2029	10783.7	0.134233	0.00000327425	63.2029	10736.7
46.5409	295.416	0.0965398	32.0424	90.7091	282.113	0.193467	0.00000104205	90.7091	282.113					93.7714	2355.04	0.199365	0.0000054998	93.7714	2328.84					63.4717	10786.6	0.134233	0.00000326894	63.4717	10739.8
46.7341	340.598	0.0965398	34.4056	91.0964	283.034	0.193467	0.00000104545	91.0964	283.034					94.1706	2352.76	0.199365	0.0000055329	94.1706	2327.56					63.7404	10789.2	0.134233	0.00000326537	63.7404	10742.7
46.9273	323.22	0.0965398	33.5164	91.4837	284.03	0.193467	0.00000104913	91.4837	284.03					94.5697	2350.69	0.199365	0.00000556086	94.5697	2326.3					64.0091	10791.7	0.134233	0.00000326662	64.0091	10745.4
47.1204	323.22	0.0965398	33.5164	91.8711	285.087	0.193467	0.00000105304	91.8711	285.087					94.9688	2348.83	0.199365	0.00000555614	94.9688	2325.07					64.2779	10794.2	0.134233	0.00000327387	64.2779	10748
47.3136	302.367	0.0965398	32.4172	92.2584	286.192	0.193467	0.00000105712	92.2584	286.192					95.368	2347.1	0.199365	0.00000548007	95.368	2323.9					64.5466	10796.5	0.134233	0.0000032889	64.5466	10750.3
47.5068	271.088	0.0965398	30.6947	92.6457	287.327	0.193467	0.00000106131	92.6457	287.327					95.7671	2345.43	0.199365	0.00000530851	95.7671	2322.79					64.8153	10798.8	0.134233	0.00000331532	64.8153	10752.5
47.7	284.99	0.0965398	31.4719	93.033	288.475	0.193467	0.00000106555	93.033	288.475					96.1662	2343.87	0.199365	0.00000506795	96.1662	2321.76					65.0841	10800.9	0.134233	0.00000335605	65.0841	10754.4
47.8932	347.549	0.0965398	34.7549	93.4204	289.619	0.193467	0.00000106977	93.4204	289.619					96.5653	2342.45	0.199365	0.00000480736	96.5653	2320.82					65.3528	10802.7	0.134233	0.00000340332	65.3528	10756.2
48.0863	278.039	0.0965398	31.0857	93.8077	290.738	0.193467	0.00000107391	93.8077	290.738					96.9645	2341.24	0.199365	0.00000457523	96.9645	2319.98					65.6216	10804.1	0.134233	0.00000344089	65.6216	10757.7
48.2795	357.975	0.0965398	35.2724	94.195	291.815	0.193467	0.00000107789	94.195	291.815					97.3636	2340.21	0.199365	0.00000438899	97.3636	2319.23					65.8903	10805.1	0.134233	0.00000345887	65.8903	10759
48.4727	191.152	0.0965398	25.7749	94.5823	292.832	0.193467	0.00000108164	94.5823	292.832					97.7627	2339.31	0.199365	0.00000424697	97.7627	2318.6					66.159	10805.7	0.134233	0.00000346121	66.159	10760
48.6659	309.318	0.0965398	32.7877	94.9696	293.777	0.193467	0.00000108513	94.9696	293.777					98.1619	2338.48	0.199365	0.00000414082	98.1619	2318.08					66.4278	10806	0.134233	0.0000034494	66.4278	10760.8
48.859	309.318	0.0965398	32.7877	95.357	294.637	0.193467	0.00000108831	95.357	294.637					98.561	2337.73	0.199365	0.00000405265	98.561	2317.68					66.6965	10805.9	0.134233	0.00000342713	66.6965	10761.3
49.0522	309.318	0.0965398	32.7877	95.7443	295.401	0.193467	0.00000109113	95.7443	295.401					98.9601	2337.1	0.199365	0.00000396799	98.9601	2317.4					66.9652	10805.4	0.134233	0.00000340434	66.9652	10761.6
49.2454	302.367	0.0965398	32.4172	96.1316	296.064	0.193467	0.00000109358	96.1316	296.064					99.3593	2336.6	0.199365	0.00000387599	99.3593	2317.23					67.234	10804.7	0.134233	0.00000339061	67.234	10761.7
49.4386	264.137	0.0965398	30.2986	96.5189	296.623	0.193467	0.00000109565	96.5189	296.623					99.7584	2336.27	0.199365	0.00000378376	99.7584	2317.17					67.5027	10803.5	0.134233	0.00000338216	67.5027	10761.5
49.6317	364.926	0.0965398	35.6132	96.9062	297.08	0.193467	0.00000109733	96.9062	297.08					100.158	2336.09	0.199365	0.00000370474	100.158	2317.23					67.7714	10802.1	0.134233	0.00000337016	67.7714	10761
49.8249	347.549	0.0965398	34.7549	97.2936	297.437	0.193467	0.00000109865	97.2936	297.437					100.557	2336.08	0.199365	0.00000365118	100.557	2317.39					68.0402	10800.2	0.134233	0.00000335062	68.0402	10760.3
50.0181	284.99	0.0965398	31.4719	97.6809	297.703	0.193467	0.00000109964	97.6809	297.703					100.956	2336.21	0.199365	0.00000362961	100.956	2317.65					68.3089	10798	0.134233	0.00000332851	68.3089	10759.3
50.2113	351.024	0.0965398	34.9282	98.0682	297.887	0.193467	0.00000110032	98.0682	297.887					101.355	2336.48	0.199365	0.00000364045	101.355	2318.01					68.5776	10795.6	0.134233	0.00000331104	68.5776	10758.1
50.4044	305.843	0.0965398	32.603	98.4555	298.001	0.193467	0.00000110074	98.4555	298.001					101.754	2336.88	0.199365	0.00000368052	101.754	2318.46					68.8464	10792.8	0.134233	0.00000330285	68.8464	10756.6
50.5976	264.137	0.0965398	30.2986	98.8428	298.058	0.193467	0.00000110095	98.8428	298.058					102.153	2337.35	0.199365	0.00000373368	102.153	2318.99					69.1151	10789.7	0.134233	0.00000330648	69.1151	10754.9
50.7908	337.122	0.0965398	34.2296	99.2302	298.072	0.193467	0.000001101	99.2302	298.072					102.552	2337.88	0.199365	0.00000378146	102.552	2319.6					69.3839	10786.3	0.134233	0.00000331924	69.3839	10753
50.984	295.416	0.0965398	32.0424	99.6175	298.058	0.193467	0.00000110095	99.6175	298.058					102.951	2338.41	0.199365	0.00000381232	102.951	2320.28					69.6526	10783	0.134233	0.00000333169	69.6526	10750.7
51.1771	239.809	0.0965398	28.8696	100.005	298.029	0.193467	0.00000110084	100.005	298.029					103.351	2338.98	0.199365	0.00000383247	103.351	2321.03					69.9213	10779.6	0.134233	0.00000333315	69.9213	10748.3
51.3703	298.892	0.0965398	32.2304	100.392	297.997	0.193467	0.00000110072	100.392	297.997					103.75	2339.66	0.199365	0.0000038511	103.75	2321.85					70.1901	10776.4	0.134233	0.00000332338	70.1901	10745.5
51.5635	319.745	0.0965398	33.3357	100.779	297.974	0.193467	0.00000110064	100.779	297.974					104.149	2340.56	0.199365	0.00000387347	104.149	2322.72					70.4588	10773.1	0.134233	0.00000330856	70.4588	10742.6
51.7567	288.466	0.0965398	31.6632	101.167	297.968	0.193467	0.00000110061	101.167	297.968					104.548	2341.67	0.199365	0.00000389873	104.548	2323.65					70.7275	10769.8	0.134233	0.0000032953	70.7275	10739.4
51.9498	246.76	0.0965398	29.285	101.554	297.985	0.193467	0.00000110068	101.554	297.985					104.947	2342.8	0.199365	0.00000392651	104.947	2324.63					70.9963	10766.5	0.134233	0.00000328827	70.9963	10736
52.143	354.5	0.0965398	35.1007	101.941	298.03	0.193467	0.00000110084	101.941	298.03					105.346	2343.79	0.199365	0.00000395569	105.346	2325.65					71.265	10763.1	0.134233	0.00000329069	71.265	10732.3
52.3362	298.892	0.0965398	32.2304	102.329	298.103	0.193467	0.00000110111	102.329	298.103					105.745	2344.56	0.199365	0.00000398282	105.745	2326.72					71.5337	10759.5	0.134233	0.00000329902	71.5337	10728.4
52.5294	364.926	0.0965398	35.6132	102.716	298.204	0.193467	0.00000110149	102.716	298.204					106.144	2345.24	0.199365	0.00000399559	106.144	2327.83					71.8025	10755.8	0.134233	0.00000330481	71.8025	10724.3
52.7226	319.745	0.0965398	33.3357	103.103	298.328	0.193467	0.00000110194	103.103	298.328					106.544	2345.96	0.199365	0.0000039891	106.544	2328.97					72.0712	10751.7	0.134233	0.00000330063	72.0712	10720
52.9157	288.466	0.0965398	31.6632	103.491	298.47	0.193467	0.00000110247	103.491	298.47					106.943	2346.77	0.199365	0.00000397066	106.943	2330.13					72.3399	10747.4	0.134233	0.00000328725	72.3399	10715.5
53.1089	284.99	0.0965398	31.4719	103.878	298.623	0.193467	0.00000110303	103.878	298.623					107.342	2347.66	0.199365	0.00000396065	107.342	2331.32					72.6087	10742.8	0.134233	0.00000326832	72.6087	10710.8
53.3021	337.122	0.0965398	34.2296	104.265	298.779	0.193467	0.00000110361	104.265	298.779					107.741	2348.59	0.199365	0.00000396516	107.741	2332.53					72.8774	10738	0.134233	0.00000324891	72.8774	10705.9
53.4953	344.073	0.0965398	34.5807	104.653	298.933	0.193467	0.00000110418	104.653	298.933					108.14	2349.53	0.199365	0.00000397129	108.14	2333.76					73.1461	10733	0.134233	0.00000323298	73.1461	10700.8
53.6884	298.892	0.0965398	32.2304	105.04	299.074	0.193467	0.0000011047	105.04	299.074					108.539	2350.49	0.199365	0.0000039571	108.539	2334.99					73.4149	10727.6	0.134233	0.00000322176	73.4149	10695.6
53.8816	295.416	0.0965398	32.0424	105.427	299.194	0.193467	0.00000110514	105.427	299.194					108.938	2351.48	0.199365	0.00000391472	108.938	2336.21					73.6836	10722	0.134233	0.00000321522	73.6836	10690.1
54.0748	298.892	0.0965398	32.2304	105.815	299.287	0.193467	0.00000110549	105.815	299.287					109.337	2352.5	0.199365	0.00000385364	109.337	2337.43					73.9524	10716	0.134233	0.00000321483	73.9524	10684.5
54.268	323.22	0.0965398	33.5164	106.202	299.344	0.193467	0.0000011057	106.202	299.344					109.737	2353.5	0.199365	0.00000378726	109.737	2338.63					74.2211	10709.8	0.134233	0.00000322288	74.2211	10678.8
54.4611	337.122	0.0965398	34.2296	106.589	299.358	0.193467	0.00000110575	106.589	299.358					110.136	2354.42	0.199365	0.00000372454	110.136	2339.8					74.4898	10703.3	0.134233	0.00000323641	74.4898	10673
54.6543	305.843	0.0965398	32.603	106.977	299.32	0.193467	0.00000110561	106.977	299.32					110.535	2355.21	0.199365	0.00000366692	110.535	2340.94					74.7586	10696.7	0.134233	0.00000324463	74.7586	10667
54.8475	305.843	0.0965398	32.603	107.364	299.224	0.193467	0.00000110526	107.364	299.224					110.934	2355.9	0.199365	0.00000361602	110.934	2342.02					75.0273	10690.1	0.134233	0.00000323962	75.0273	10660.9
55.0407	323.22	0.0965398	33.5164	107.751	299.061	0.193467	0.00000110465	107.751	299.061					111.333	2356.53	0.199365	0.00000357284	111.333	2343.04					75.296	10683.5	0.134233	0.00000322752	75.296	10654.7
55.2338	323.22	0.0965398	33.5164	108.139	298.824	0.193467	0.00000110378	108.139	298.824					111.732	2357.12	0.199365	0.00000353716	111.732	2343.99					75.5648	10677.1	0.134233	0.00000321605	75.5648	10648.5
55.427	344.073	0.0965398	34.5807	108.526	298.508	0.193467	0.00000110261	108.526	298.508					112.131	2357.69	0.199365	0.0000035051	112.131	2344.86					75.8335	10670.8	0.134233	0.00000320759	75.8335	10642.1
55.6202	271.088	0.0965398	30.6947	108.913	298.105	0.193467	0.00000110112	108.913	298.105					112.531	2358.23	0.199365	0.00000347136	112.531	2345.63					76.1022	10664.6	0.134233	0.00000320076	76.1022	10635.7
55.8134	295.416	0.0965398	32.0424	109.3	297.615	0.193467	0.00000109931	109.3	297.615					112.93	2358.72	0.199365	0.00000343787	112.93	2346.3					76.371	10658.5	0.134233	0.00000319572	76.371	10629.3
56.0065	274.564	0.0965398	30.8908	109.688	297.037	0.193467	0.00000109717	109.688	297.037					113.329	2359.12	0.199365	0.00000340829	113.329	2346.86					76.6397	10652.2	0.134233	0.00000319228	76.6397	10622.9
56.1997	385.779	0.0965398	36.6165	110.075	296.374	0.193467	0.00000109473	110.075	296.374					113.728	2359.37	0.199365	0.00000338345	113.728	2347.29					76.9084	10645.9	0.134233	0.00000318938	76.9084	10616.4
56.3929	340.598	0.0965398	34.4056	110.462	295.634	0.193467	0.00000109199	110.462	295.634					114.127	2359.45	0.199365	0.0000033571	114.127	2347.6					77.1772	10639.5	0.134233	0.00000318608	77.1772	10610
56.5861	302.367	0.0965398	32.4172	110.85	294.83	0.193467	0.00000108902	110.85	294.83					114.526	2359.38	0.199365	0.00000332853	114.526	2347.76					77.4459	10633	0.134233	0.00000318427	77.4459	10603.6
56.7793	253.711	0.0965398	29.6946	111.237	293.978	0.193467	0.00000108588	111.237	293.978					114.925	2359.24	0.199365	0.00000330529	114.925	2347.79					77.7146	10626.5	0.134233	0.00000318513	77.7146	10597.1
56.9724	288.466	0.0965398	31.6632	111.624	293.097	0.193467	0.00000108262	111.624	293.097					115.324	2359.08	0.199365	0.00000329313	115.324	2347.68					77.9834	10619.9	0.134233	0.00000318809	77.9834	10590.8
57.1656	330.171	0.0965398	33.8749	112.012	292.211	0.193467	0.00000107935	112.012	292.211					115.724	2358.88	0.199365	0.00000328911	115.724	2347.42					78.2521	10613.1	0.134233	0.00000319003	78.2521	10584.5
57.3588	257.186	0.0965398	29.8973	112.399	291.345	0.193467	0.00000107615	112.399	291.345					116.123	2358.57	0.199365	0.00000328876	116.123	2347.02					78.5209	10606.1	0.134233	0.0000031902	78.5209	10578.2
57.552	309.318	0.0965398	32.7877	112.786	290.524	0.193467	0.00000107312	112.786	290.524					116.522	2358.11	0.199365	0.00000329072	116.522	2346.48					78.7896	10599.2	0.134233	0.00000319008	78.7896	10572.1
57.7451	281.515	0.0965398	31.2794	113.174	289.771	0.193467	0.00000107034	113.174	289.771					116.921	2357.51	0.199365	0.00000329527	116.921	2345.8					79.0583	10592.7	0.134233	0.00000319057	79.0583	10566
57.9383	257.186	0.0965398	29.8973	113.561	289.108	0.193467	0.00000106789	113.561	289.108					117.32	2356.78	0.199365	0.00000330303	117.32	2345					79.3271	10586.5	0.134233	0.00000319079	79.3271	10560
58.1315	278.039	0.0965398	31.0857	113.948	288.554	0.193467	0.00000106584	113.948	288.554					117.719	2355.96	0.199365	0.00000331267	117.719	2344.08					79.5958	10580.2	0.134233	0.00000319109	79.5958	10554.1
58.3247	274.564	0.0965398	30.8908	114.336	288.124	0.193467	0.00000106425	114.336	288.124					118.118	2355.03	0.199365	0.00000332223	118.118	2343.04					79.8645	10573.6	0.134233	0.00000319549	79.8645	10548.3
58.5178	298.892	0.0965398	32.2304	114.723	287.823	0.193467	0.00000106314	114.723	287.823					118.517	2353.95	0.199365	0.00000333158	118.517	2341.91					80.1333	10567	0.134233	0.00000320896	80.1333	10542.7
58.711	291.941	0.0965398	31.8534	115.11	287.656	0.193467	0.00000106253	115.11	287.656					118.917	2352.7	0.199365	0.00000334462	118.917	2340.69					80.402	10560.8	0.134233	0.00000322799	80.402	10537.1
58.9042	298.892	0.0965398	32.2304	115.498	287.62	0.193467	0.00000106239	115.498	287.62					119.316	2351.31	0.199365	0.0000033652	119.316	2339.39					80.6707	10555.1	0.134233	0.00000323927	80.6707	10531.7
59.0974	264.137	0.0965398	30.2986	115.885	287.706	0.193467	0.00000106271	115.885	287.706					119.715	2349.84	0.199365	0.00000339332	119.715	2338.02					80.9395	10549.7	0.134233	0.00000323254	80.9395	10526.5
59.2905	330.171	0.0965398	33.8749	116.272	287.902	0.193467	0.00000106343	116.272	287.902					120.114	2348.36	0.199365	0.00000342518	120.114	2336.61					81.2082	10544.5	0.134233	0.00000321607	81.2082	10521.4
59.4837	347.549	0.0965398	34.7549	116.66	288.191	0.193467	0.0000010645	116.66	288.191					120.513	2346.87	0.199365	0.00000345772	120.513	2335.16					81.4769	10539.4	0.134233	0.00000320055	81.4769	10516.4
59.6769	347.549	0.0965398	34.7549	117.047	288.552	0.193467	0.00000106584	117.047	288.552					120.912	2345.33	0.199365	0.00000349259	120.912	2333.68					81.7457	10534.3	0.134233	0.00000318873	81.7457	10511.6
59.8701	260.662	0.0965398	30.0986	117.434	288.966	0.193467	0.00000106736	117.434	288.966					121.311	2343.68	0.199365	0.00000353252	121.311	2332.19					82.0144	10529.4	0.134233	0.00000317792	82.0144	10506.9
60.0632	267.613	0.0965398	30.4973	117.822	289.409	0.193467	0.000001069	117.822	289.409					121.71	2341.94	0.199365	0.00000357615	121.71	2330.7					82.2831	10524.8	0.134233	0.00000316689	82.2831	10502.4
60.2564	295.416	0.0965398	32.0424	118.209	289.861	0.193467	0.00000107067	118.209	289.861					122.11	2340.15	0.199365	0.00000361796	122.11	2329.22					82.5519	10520.4	0.134233	0.00000315732	82.5519	10498
60.4496	250.235	0.0965398	29.4905	118.596	290.3	0.193467	0.00000107229	118.596	290.3					122.509	2338.37	0.199365	0.00000365224	122.509	2327.76					82.8206	10516.3	0.134233	0.00000315049	82.8206	10493.8
60.6428	257.186	0.0965398	29.8973	118.984	290.709	0.193467	0.0000010738	118.984	290.709					122.908	2336.64	0.199365	0.0000036792	122.908	2326.33					83.0894	10512.5	0.134233	0.00000314586	83.0894	10489.8
60.8359	323.22	0.0965398	33.5164	119.371	291.073	0.193467	0.00000107515	119.371	291.073					123.307	2334.97	0.199365	0.0000037021	123.307	2324.94					83.3581	10508.9	0.134233	0.00000314176	83.3581	10485.9
61.0291	295.416	0.0965398	32.0424	119.758	291.377	0.193467	0.00000107627	119.758	291.377					123.706	2333.37	0.199365	0.00000372385	123.706	2323.6					83.6268	10505.4	0.134233	0.00000313724	83.6268	10482.1
61.2223	298.892	0.0965398	32.2304	120.145	291.612	0.193467	0.00000107714	120.145	291.612					124.105	2331.85	0.199365	0.00000374287	124.105	2322.3					83.8956	10502.2	0.134233	0.000003133	83.8956	10478.5
61.4155	351.024	0.0965398	34.9282	120.533	291.77	0.193467	0.00000107772	120.533	291.77					124.504	2330.43	0.199365	0.00000375592	124.504	2321.07					84.1643	10499.1	0.134233	0.00000313144	84.1643	10475.1
61.6087	309.318	0.0965398	32.7877	120.92	291.848	0.193467	0.00000107801	120.92	291.848					124.904	2329.1	0.199365	0.00000376096	124.904	2319.89					84.433	10496.1	0.134233	0.0000031345	84.433	10471.8
61.8018	298.892	0.0965398	32.2304	121.307	291.843	0.193467	0.00000107799	121.307	291.843					125.303	2327.89	0.199365	0.00000375805	125.303	2318.78					84.7018	10493.1	0.134233	0.00000314092	84.7018	10468.6
61.995	278.039	0.0965398	31.0857	121.695	291.759	0.193467	0.00000107768	121.695	291.759					125.702	2326.78	0.199365	0.00000374539	125.702	2317.73					84.9705	10490.1	0.134233	0.000003147	84.9705	10465.6
62.1882	330.171	0.0965398	33.8749	122.082	291.599	0.193467	0.00000107709	122.082	291.599					126.101	2325.79	0.199365	0.00000372156	126.101	2316.75					85.2392	10487.2	0.134233	0.00000315116	85.2392	10462.7
62.3814	316.269	0.0965398	33.154	122.469	291.368	0.193467	0.00000107624	122.469	291.368					126.5	2324.89	0.199365	0.00000368765	126.5	2315.84					85.508	10484.5	0.134233	0.0000031546	85.508	10460
62.5745	271.088	0.0965398	30.6947	122.857	291.07	0.193467	0.00000107514	122.857	291.07					126.899	2324.05	0.199365	0.00000364792	126.899	2315					85.7767	10482	0.134233	0.00000315843	85.7767	10457.4
