X_Sb70V	Y_Sb70V	ErrorX_Sb70V	ErrorY_Sb70V	X_Sb70Vmodel	Y_Sb70VCompton	Y_Sb70VEC	Y_Sb70VBkgmodel	X_Y70V	Y_Y70V	ErrorX_Y70V	ErrorY_Y70V	X_Y70VModel	Y_Y70VCompton	Y_Y70VEC	Y_Y70VBkgmodel	X_Y25V	Y_Y25V	ErrorX_Y25V	ErrorY_Y25V	X_Y25VModel	Y_Y25VCompton	Y_Y25VEC	Y_Y25VBkgmodel
123.328	379.413	0.152868	35.2276	17.8171	266.147	0	263.114					19.6774	406.638	0	427.309					13.4472	969.11	0.0552962	969.485
123.634	300.913	0.152868	31.3724	17.8557	266.147	0	263.139					19.7167	406.638	0	427.492					13.4737	969.11	0.042884	969.399
123.94	291.101	0.152868	30.8566	17.8943	266.147	0	263.168					19.756	406.638	0	427.675					13.5003	969.11	0.0330894	969.319
124.246	287.83	0.152868	30.6828	17.9329	266.147	0	263.2					19.7953	406.638	0	427.857					13.5268	969.11	0.0254023	969.245
124.551	268.205	0.152868	29.6183	17.9716	266.147	0	263.236					19.8347	406.638	0	428.039					13.5534	969.11	0.0194021	969.177
124.857	310.726	0.152868	31.8798	18.0102	266.147	0	263.276					19.874	406.638	0	428.22					13.5799	969.11	0.0147441	969.115
125.163	287.83	0.152868	30.6828	18.0488	266.147	0	263.319					19.9133	406.638	0	428.4					13.6064	969.111	0.0111475	969.059
125.469	284.559	0.152868	30.508	18.0874	266.147	0	263.365					19.9526	406.638	0	428.578					13.633	969.111	0.00838553	969.009
125.774	278.018	0.152868	30.1553	18.126	266.147	0	263.414					19.992	406.638	0	428.756					13.6595	969.111	0.00627588	968.965
126.08	310.726	0.152868	31.8798	18.1647	266.147	0	263.466					20.0313	406.638	0	428.933					13.6861	969.111	0.00467317	968.927
126.386	336.892	0.152868	33.195	18.2033	266.147	0	263.521					20.0706	406.638	0	429.108					13.7126	969.111	0.0034621	968.894
126.692	307.455	0.152868	31.7116	18.2419	266.147	0	263.579					20.1099	406.638	0	429.282					13.7392	969.111	0.00255188	968.867
126.997	274.747	0.152868	29.9774	18.2805	266.147	0	263.64					20.1492	406.638	0	429.455					13.7657	969.111	0.00187142	968.846
127.303	313.997	0.152868	32.0471	18.3191	266.147	0	263.703					20.1886	406.638	0	429.626					13.7923	969.111	0.00136545	968.83
127.609	297.643	0.152868	31.2014	18.3577	266.147	0	263.77					20.2279	406.638	0	429.795					13.8188	969.111	0.000991225	968.821
127.915	366.329	0.152868	34.6149	18.3964	266.147	0	263.839					20.2672	406.638	0	429.963					13.8453	969.111	0.000715913	968.817
128.22	349.975	0.152868	33.8334	18.435	266.147	0	263.91					20.3065	406.638	0	430.129					13.8719	969.111	0.000514447	968.819
128.526	323.809	0.152868	32.544	18.4736	266.147	0	263.985					20.3459	406.638	0	430.294					13.8984	969.111	0.000367801	968.827
128.832	284.559	0.152868	30.508	18.5122	266.147	0	264.062					20.3852	406.638	0	430.456					13.925	969.111	0.000261623	968.84
129.137	271.476	0.152868	29.7984	18.5508	266.147	0	264.142					20.4245	406.638	0	430.617					13.9515	969.111	0.000185154	968.858
129.443	274.747	0.152868	29.9774	18.5895	266.147	0	264.225					20.4638	406.638	0	430.776					13.9781	969.111	0.000130371	968.882
129.749	320.538	0.152868	32.3792	18.6281	266.147	0	264.311					20.5031	406.638	0	430.932					14.0046	969.111	0.0000913314	968.912
130.055	248.581	0.152868	28.5142	18.6667	266.147	0	264.399					20.5425	406.638	0	431.087					14.0311	969.111	0.0000636579	968.947
130.36	300.913	0.152868	31.3724	18.7053	266.147	0	264.49					20.5818	406.638	0	431.24					14.0577	969.111	0.0000441444	968.987
130.666	346.705	0.152868	33.6749	18.7439	266.147	0	264.584					20.6211	406.638	1.4013E-44	431.391					14.0842	969.111	0.0000304573	969.033
130.972	346.705	0.152868	33.6749	18.7825	266.147	0	264.68					20.6604	406.638	1.4013E-44	431.539					14.1108	969.111	0.0000209074	969.084
131.278	271.476	0.152868	29.7984	18.8212	266.147	0	264.779					20.6998	406.638	4.2039E-44	431.686					14.1373	969.111	0.000014279	969.141
131.583	294.372	0.152868	31.0295	18.8598	266.147	0	264.88					20.7391	406.638	7.00649E-44	431.83					14.1639	969.111	0.00000970266	969.203
131.889	258.393	0.152868	29.0715	18.8984	266.147	0	264.984					20.7784	406.638	1.54143E-43	431.971					14.1904	969.111	0.00000655956	969.27
132.195	291.101	0.152868	30.8566	18.937	266.147	0	265.091					20.8177	406.638	3.22299E-43	432.11					14.2169	969.111	0.00000441215	969.342
132.501	245.31	0.152868	28.3259	18.9756	266.147	0	265.2					20.8571	406.638	6.86636E-43	432.247					14.2435	969.111	0.00000295269	969.42
132.806	340.163	0.152868	33.3557	19.0143	266.147	0	265.311					20.8964	406.638	1.42932E-42	432.381					14.27	969.111	0.00000196597	969.503
133.112	300.913	0.152868	31.3724	19.0529	266.147	0	265.425					20.9357	406.638	2.95674E-42	432.513					14.2966	969.111	0.00000130235	969.591
133.418	274.747	0.152868	29.9774	19.0915	266.147	0	265.541					20.975	406.638	6.10966E-42	432.642					14.3231	969.111	0.000000858366	969.683
133.724	327.08	0.152868	32.708	19.1301	266.147	0	265.66					21.0143	406.638	1.26117E-41	432.769					14.3497	969.111	0.00000056287	969.781
134.029	291.101	0.152868	30.8566	19.1687	266.147	0	265.78					21.0537	406.638	2.59661E-41	432.894					14.3762	969.111	0.000000367228	969.884
134.335	294.372	0.152868	31.0295	19.2073	266.147	0	265.902					21.093	406.638	5.32774E-41	433.016					14.4027	969.111	0.000000238372	969.991
134.641	264.935	0.152868	29.4372	19.246	266.147	0	266.026					21.1323	406.638	1.09021E-40	433.136					14.4293	969.111	0.000000153945	970.103
134.946	356.517	0.152868	34.1481	19.2846	266.147	0	266.151					21.1716	406.638	2.2254E-40	433.253					14.4558	969.111	0.0000000989166	970.22
135.252	304.184	0.152868	31.5424	19.3232	266.147	0	266.279					21.211	406.638	4.52998E-40	433.368					14.4824	969.111	0.000000063236	970.341
135.558	251.851	0.152868	28.7011	19.3618	266.147	0	266.407					21.2503	406.638	9.19672E-40	433.48					14.5089	969.111	0.0000000402209	970.467
135.864	340.163	0.152868	33.3557	19.4004	266.147	0	266.537					21.2896	406.638	1.86213E-39	433.59					14.5355	969.111	0.0000000254525	970.597
136.169	255.122	0.152868	28.8869	19.4391	266.147	0	266.667					21.3289	406.638	3.76029E-39	433.698					14.562	969.111	0.0000000160252	970.732
136.475	343.434	0.152868	33.5157	19.4777	266.147	0	266.798					21.3683	406.638	7.57302E-39	433.803					14.5885	969.111	0.0000000100384	970.871
136.781	353.246	0.152868	33.9911	19.5163	266.147	0	266.93					21.4076	406.638	1.52109E-38	433.905					14.6151	969.111	0.00000000625634	971.015
137.087	304.184	0.152868	31.5424	19.5549	266.147	0	267.061					21.4469	406.638	3.04705E-38	434.005					14.6416	969.111	0.00000000387943	971.163
137.392	372.871	0.152868	34.9226	19.5935	266.147	0	267.193					21.4862	406.638	6.08754E-38	434.103					14.6682	969.111	0.00000000239335	971.316
137.698	281.289	0.152868	30.3321	19.6322	266.147	0	267.324					21.5255	406.638	1.21294E-37	434.199					14.6947	969.111	0.00000000146905	971.472
138.004	330.351	0.152868	32.8711	19.6708	266.147	0	267.454					21.5649	406.638	2.41033E-37	434.292					14.7213	969.111	8.97141E-10	971.633
138.31	323.809	0.152868	32.544	19.7094	266.147	0	267.584					21.6042	406.638	4.77696E-37	434.383					14.7478	969.111	5.45099E-10	971.797
138.615	235.497	0.152868	27.7536	19.748	266.147	0	267.713					21.6435	406.638	9.44197E-37	434.472					14.7743	969.111	3.29521E-10	971.965
138.921	278.018	0.152868	30.1553	19.7866	266.147	0	267.841					21.6828	406.638	1.86128E-36	434.559					14.8009	969.111	1.9819E-10	972.137
139.227	336.892	0.152868	33.195	19.8252	266.147	0	267.967					21.7222	406.638	3.6593E-36	434.644					14.8274	969.111	1.18597E-10	972.313
139.532	343.434	0.152868	33.5157	19.8639	266.147	0	268.091					21.7615	406.638	7.17501E-36	434.726					14.854	969.111	7.06082E-11	972.493
139.838	310.726	0.152868	31.8798	19.9025	266.147	0	268.213					21.8008	406.638	1.40308E-35	434.807					14.8805	969.111	4.18244E-11	972.676
140.144	228.956	0.152868	27.3655	19.9411	266.147	0	268.333					21.8401	406.638	2.73642E-35	434.885					14.9071	969.111	2.46489E-11	972.862
140.45	320.538	0.152868	32.3792	19.9797	266.147	0	268.449					21.8795	406.638	5.32254E-35	434.962					14.9336	969.111	1.44529E-11	973.053
140.755	349.975	0.152868	33.8334	20.0183	266.147	0	268.562					21.9188	406.638	1.03251E-34	435.037					14.9601	969.111	8.43153E-12	973.246
141.061	353.246	0.152868	33.9911	20.057	266.147	0	268.673					21.9581	406.638	1.99758E-34	435.11					14.9867	969.111	4.89383E-12	973.443
141.367	313.997	0.152868	32.0471	20.0956	266.147	0	268.779					21.9974	406.638	3.85437E-34	435.182					15.0132	969.111	2.82607E-12	973.643
141.673	307.455	0.152868	31.7116	20.1342	266.147	0	268.882					22.0367	406.638	7.4172E-34	435.252					15.0398	969.111	1.62372E-12	973.846
141.978	307.455	0.152868	31.7116	20.1728	266.147	0	268.981					22.0761	406.638	1.42352E-33	435.32					15.0663	969.111	9.28172E-13	974.052
142.284	248.581	0.152868	28.5142	20.2114	266.147	0	269.075					22.1154	406.638	2.72474E-33	435.387					15.0929	969.111	5.27885E-13	974.261
142.59	274.747	0.152868	29.9774	20.25	266.147	0	269.165					22.1547	406.638	5.20145E-33	435.453					15.1194	969.111	2.98704E-13	974.472
142.896	300.913	0.152868	31.3724	20.2887	266.147	0	269.251					22.194	406.638	9.90286E-33	435.517					15.146	969.111	1.68165E-13	974.687
143.201	294.372	0.152868	31.0295	20.3273	266.147	0	269.331					22.2334	406.638	1.88033E-32	435.58					15.1725	969.111	9.41938E-14	974.904
143.507	297.643	0.152868	31.2014	20.3659	266.147	0	269.406					22.2727	406.638	3.56079E-32	435.642					15.199	969.111	5.24929E-14	975.123
143.813	248.581	0.152868	28.5142	20.4045	266.147	0	269.475					22.312	406.638	6.72504E-32	435.702					15.2256	969.111	2.91052E-14	975.345
144.119	320.538	0.152868	32.3792	20.4431	266.147	0	269.539					22.3513	406.638	1.26672E-31	435.762					15.2521	969.111	1.60559E-14	975.569
144.424	313.997	0.152868	32.0471	20.4818	266.147	0	269.598					22.3907	406.638	2.37961E-31	435.82					15.2787	969.111	8.81227E-15	975.796
144.73	307.455	0.152868	31.7116	20.5204	266.147	0	269.65					22.43	406.638	4.45827E-31	435.878					15.3052	969.111	4.81209E-15	976.024
145.036	307.455	0.152868	31.7116	20.559	266.147	0	269.696					22.4693	406.638	8.33039E-31	435.934					15.3318	969.111	2.6144E-15	976.255
145.341	287.83	0.152868	30.6828	20.5976	266.147	0	269.737					22.5086	406.638	1.55239E-30	435.99					15.3583	969.111	1.4132E-15	976.488
145.647	340.163	0.152868	33.3557	20.6362	266.147	1.4013E-44	269.771					22.5479	406.638	2.8852E-30	436.045					15.3848	969.111	7.60019E-16	976.723
145.953	327.08	0.152868	32.708	20.6748	266.147	2.8026E-44	269.798					22.5873	406.638	5.34794E-30	436.1					15.4114	969.111	4.06667E-16	976.96
146.259	304.184	0.152868	31.5424	20.7135	266.147	4.2039E-44	269.82					22.6266	406.638	9.88634E-30	436.155					15.4379	969.111	2.16493E-16	977.199
146.564	300.913	0.152868	31.3724	20.7521	266.147	9.80909E-44	269.835					22.6659	406.638	1.82273E-29	436.209					15.4645	969.111	1.14668E-16	977.439
146.87	327.08	0.152868	32.708	20.7907	266.147	1.96182E-43	269.843					22.7052	406.638	3.35155E-29	436.263					15.491	969.111	6.04272E-17	977.681
147.176	327.08	0.152868	32.708	20.8293	266.147	3.92364E-43	269.845					22.7446	406.638	6.1462E-29	436.317					15.5176	969.111	3.16822E-17	977.924
147.482	392.496	0.152868	35.8298	20.8679	266.147	8.12753E-43	269.841					22.7839	406.638	1.1241E-28	436.37					15.5441	969.111	1.65268E-17	978.169
147.787	317.267	0.152868	32.2136	20.9066	266.147	1.65353E-42	269.83					22.8232	406.638	2.05041E-28	436.424					15.5706	969.111	8.57738E-18	978.415
148.093	287.83	0.152868	30.6828	20.9452	266.147	3.39114E-42	269.813					22.8625	406.638	3.73006E-28	436.477					15.5972	969.111	4.42907E-18	978.662
148.399	333.621	0.152868	33.0334	20.9838	266.147	6.92241E-42	269.79					22.9018	406.638	6.76747E-28	436.53					15.6237	969.111	2.27542E-18	978.91
148.705	343.434	0.152868	33.5157	21.0224	266.147	1.40971E-41	269.76					22.9412	406.638	1.22455E-27	436.584					15.6503	969.111	1.16307E-18	979.159
149.01	382.683	0.152868	35.3791	21.061	266.147	2.86285E-41	269.724					22.9805	406.638	2.20984E-27	436.637					15.6768	969.111	5.91477E-19	979.41
149.316	300.913	0.152868	31.3724	21.0996	266.147	5.79717E-41	269.683					23.0198	406.638	3.97727E-27	436.691					15.7034	969.111	2.9927E-19	979.662
149.622	389.225	0.152868	35.6802	21.1383	266.147	1.17078E-40	269.635					23.0591	406.638	7.13915E-27	436.745					15.7299	969.111	1.50654E-19	979.914
149.928	297.643	0.152868	31.2014	21.1769	266.147	2.35839E-40	269.581					23.0985	406.638	1.27804E-26	436.8					15.7564	969.111	7.54555E-20	980.167
150.233	264.935	0.152868	29.4372	21.2155	266.147	4.73849E-40	269.522					23.1378	406.638	2.28182E-26	436.855					15.783	969.111	3.76004E-20	980.421
150.539	353.246	0.152868	33.9911	21.2541	266.147	9.49618E-40	269.457					23.1771	406.638	4.06308E-26	436.911					15.8095	969.111	1.86417E-20	980.675
150.845	255.122	0.152868	28.8869	21.2927	266.147	1.89816E-39	269.387					23.2164	406.638	7.21549E-26	436.968					15.8361	969.111	9.19543E-21	980.93
151.15	333.621	0.152868	33.0334	21.3314	266.147	3.78437E-39	269.311					23.2558	406.638	1.27795E-25	437.025					15.8626	969.111	4.51283E-21	981.185
151.456	323.809	0.152868	32.544	21.37	266.147	7.52548E-39	269.23					23.2951	406.638	2.25736E-25	437.083					15.8892	969.111	2.20353E-21	981.439
151.762	258.393	0.152868	29.0715	21.4086	266.147	1.49263E-38	269.144					23.3344	406.638	3.97671E-25	437.142					15.9157	969.111	1.07048E-21	981.694
152.068	281.289	0.152868	30.3321	21.4472	266.147	2.95291E-38	269.053					23.3737	406.638	6.98691E-25	437.202					15.9422	969.111	5.17409E-22	981.949
152.373	327.08	0.152868	32.708	21.4858	266.147	5.82676E-38	268.958					23.413	406.638	1.22429E-24	437.263					15.9688	969.111	2.48817E-22	982.204
152.679	281.289	0.152868	30.3321	21.5244	266.147	1.14679E-37	268.858					23.4524	406.638	2.13954E-24	437.325					15.9953	969.111	1.19046E-22	982.459
152.985	353.246	0.152868	33.9911	21.5631	266.147	2.25121E-37	268.754					23.4917	406.638	3.72901E-24	437.388					16.0219	969.111	5.66691E-23	982.713
153.291	320.538	0.152868	32.3792	21.6017	266.147	4.40788E-37	268.647					23.531	406.638	6.48193E-24	437.451					16.0484	969.111	2.68391E-23	982.967
153.596	356.517	0.152868	34.1481	21.6403	266.147	8.60838E-37	268.536					23.5703	406.638	1.12371E-23	437.516					16.075	969.111	1.26468E-23	983.221
153.902	307.455	0.152868	31.7116	21.6789	266.147	1.67684E-36	268.422					23.6097	406.638	1.94285E-23	437.582					16.1015	969.111	5.92906E-24	983.474
154.208	313.997	0.152868	32.0471	21.7175	266.147	3.25793E-36	268.305					23.649	406.638	3.35014E-23	437.649					16.128	969.111	2.76556E-24	983.727
154.514	294.372	0.152868	31.0295	21.7562	266.147	6.31349E-36	268.185					23.6883	406.638	5.76134E-23	437.718					16.1546	969.111	1.28343E-24	983.979
154.819	294.372	0.152868	31.0295	21.7948	266.147	1.22033E-35	268.062					23.7276	406.638	9.88149E-23	437.788					16.1811	969.111	5.92589E-25	984.23
155.125	284.559	0.152868	30.508	21.8334	266.147	2.35267E-35	267.937					23.767	406.638	1.69028E-22	437.859					16.2077	969.111	2.72224E-25	984.481
155.431	297.643	0.152868	31.2014	21.872	266.147	4.52404E-35	267.81					23.8063	406.638	2.88358E-22	437.931					16.2342	969.111	1.2442E-25	984.73
155.736	307.455	0.152868	31.7116	21.9106	266.147	8.677E-35	267.682					23.8456	406.638	4.90617E-22	438.005					16.2608	969.111	5.65781E-26	984.979
156.042	343.434	0.152868	33.5157	21.9492	266.147	1.65994E-34	267.551					23.8849	406.638	8.32513E-22	438.08					16.2873	969.111	2.55975E-26	985.226
156.348	264.935	0.152868	29.4372	21.9879	266.147	3.16732E-34	267.42					23.9242	406.638	1.40889E-21	438.157					16.3138	969.111	1.15223E-26	985.472
156.654	261.664	0.152868	29.2549	22.0265	266.147	6.02798E-34	267.288					23.9636	406.638	2.37794E-21	438.235					16.3404	969.111	5.16026E-27	985.717
156.959	268.205	0.152868	29.6183	22.0651	266.147	1.14427E-33	267.155					24.0029	406.638	4.00278E-21	438.314					16.3669	969.111	2.2993E-27	985.961
157.265	310.726	0.152868	31.8798	22.1037	266.147	2.16654E-33	267.021					24.0422	406.638	6.71985E-21	438.395					16.3935	969.111	1.01933E-27	986.204
157.571	287.83	0.152868	30.6828	22.1423	266.147	4.09151E-33	266.888					24.0815	406.638	1.12511E-20	438.478					16.42	969.111	4.49595E-28	986.445
157.877	317.267	0.152868	32.2136	22.181	266.147	7.70687E-33	266.755					24.1209	406.638	1.87875E-20	438.562					16.4466	969.111	1.97298E-28	986.684
158.182	274.747	0.152868	29.9774	22.2196	266.147	1.44794E-32	266.622					24.1602	406.638	3.12882E-20	438.647					16.4731	969.111	8.61421E-29	986.922
158.488	327.08	0.152868	32.708	22.2582	266.147	2.71334E-32	266.49					24.1995	406.638	5.19671E-20	438.734					16.4996	969.111	3.74197E-29	987.159
158.794	291.101	0.152868	30.8566	22.2968	266.147	5.07148E-32	266.359					24.2388	406.638	8.60824E-20	438.822					16.5262	969.111	1.61725E-29	987.393
159.1	268.205	0.152868	29.6183	22.3354	266.147	9.45462E-32	266.229					24.2782	406.638	1.42212E-19	438.912					16.5527	969.111	6.95417E-30	987.625
159.405	242.039	0.152868	28.1365	22.3741	266.147	1.75806E-31	266.101					24.3175	406.638	2.34314E-19	439.003					16.5793	969.111	2.97513E-30	987.856
159.711	297.643	0.152868	31.2014	22.4127	266.147	3.26062E-31	265.974					24.3568	406.638	3.85032E-19	439.095					16.6058	969.111	1.26636E-30	988.084
160.017	304.184	0.152868	31.5424	22.4513	266.147	6.03179E-31	265.85					24.3961	406.638	6.31005E-19	439.189					16.6324	969.111	5.36295E-31	988.311
160.323	281.289	0.152868	30.3321	22.4899	266.147	1.11294E-30	265.728					24.4354	406.638	1.03135E-18	439.285					16.6589	969.111	2.25964E-31	988.535
160.628	287.83	0.152868	30.6828	22.5285	266.147	2.04821E-30	265.609					24.4748	406.638	1.68119E-18	439.382					16.6855	969.111	9.47258E-32	988.758
160.934	313.997	0.152868	32.0471	22.5671	266.147	3.75974E-30	265.493					24.5141	406.638	2.73316E-18	439.48					16.712	969.111	3.95083E-32	988.978
161.24	330.351	0.152868	32.8711	22.6058	266.147	6.88365E-30	265.38					24.5534	406.638	4.4315E-18	439.579					16.7385	969.111	1.63946E-32	989.195
161.545	320.538	0.152868	32.3792	22.6444	266.147	1.25707E-29	265.27					24.5927	406.638	7.16596E-18	439.68					16.7651	969.111	6.76871E-33	989.411
161.851	284.559	0.152868	30.508	22.683	266.147	2.28969E-29	265.165					24.6321	406.638	1.15567E-17	439.781					16.7916	969.111	2.78037E-33	989.624
162.157	327.08	0.152868	32.708	22.7216	266.147	4.15983E-29	265.063					24.6714	406.638	1.8588E-17	439.884					16.8182	969.111	1.13629E-33	989.834
162.463	320.538	0.152868	32.3792	22.7602	266.147	7.53792E-29	264.965					24.7107	406.638	2.98173E-17	439.989					16.8447	969.111	4.6203E-34	990.042
162.768	330.351	0.152868	32.8711	22.7989	266.147	1.36241E-28	264.872					24.75	406.638	4.77026E-17	440.094					16.8713	969.111	1.86914E-34	990.247
163.074	291.101	0.152868	30.8566	22.8375	266.147	2.45607E-28	264.784					24.7894	406.638	7.6112E-17	440.201					16.8978	969.111	7.52328E-35	990.45
163.38	333.621	0.152868	33.0334	22.8761	266.147	4.41625E-28	264.7					24.8287	406.638	1.21116E-16	440.308					16.9243	969.111	3.01275E-35	990.65
163.686	281.289	0.152868	30.3321	22.9147	266.147	7.92036E-28	264.622					24.868	406.638	1.92215E-16	440.417					16.9509	969.111	1.20036E-35	990.847
163.991	278.018	0.152868	30.1553	22.9533	266.147	1.41682E-27	264.549					24.9073	406.638	3.04236E-16	440.526					16.9774	969.111	4.7583E-36	991.041
164.297	287.83	0.152868	30.6828	22.9919	266.147	2.52793E-27	264.481					24.9466	406.638	4.80254E-16	440.636					17.004	969.111	1.87665E-36	991.232
164.603	219.143	0.152868	26.7726	23.0306	266.147	4.49875E-27	264.42					24.986	406.638	7.56082E-16	440.747					17.0305	969.111	7.3639E-37	991.421
164.909	261.664	0.152868	29.2549	23.0692	266.147	7.98544E-27	264.364					25.0253	406.638	1.18715E-15	440.859					17.0571	969.111	2.87491E-37	991.607
165.214	271.476	0.152868	29.7984	23.1078	266.147	1.41379E-26	264.315					25.0646	406.638	1.85899E-15	440.971					17.0836	969.111	1.11669E-37	991.789
165.52	264.935	0.152868	29.4372	23.1464	266.147	2.4966E-26	264.272					25.1039	406.638	2.90328E-15	441.084					17.1101	969.111	4.31551E-38	991.969
165.826	310.726	0.152868	31.8798	23.185	266.147	4.39735E-26	264.235					25.1433	406.638	4.52206E-15	441.197					17.1367	969.111	1.65929E-38	992.146
166.132	330.351	0.152868	32.8711	23.2237	266.147	7.72526E-26	264.205					25.1826	406.638	7.02461E-15	441.311					17.1632	969.111	6.34757E-39	992.32
166.437	317.267	0.152868	32.2136	23.2623	266.147	1.35367E-25	264.181					25.2219	406.638	1.08829E-14	441.426					17.1898	969.111	2.41592E-39	992.49
166.743	264.935	0.152868	29.4372	23.3009	266.147	2.36588E-25	264.164					25.2612	406.638	1.68153E-14	441.541					17.2163	969.111	9.14852E-40	992.658
167.049	310.726	0.152868	31.8798	23.3395	266.147	4.12431E-25	264.154					25.3006	406.638	2.59122E-14	441.656					17.2429	969.111	3.44677E-40	992.822
167.354	327.08	0.152868	32.708	23.3781	266.147	7.17114E-25	264.151					25.3399	406.638	3.98235E-14	441.771					17.2694	969.111	1.292E-40	992.983
167.66	278.018	0.152868	30.1553	23.4167	266.147	1.24367E-24	264.155					25.3792	406.638	6.10397E-14	441.887					17.2959	969.111	4.81907E-41	993.141
167.966	356.517	0.152868	34.1481	23.4554	266.147	2.15129E-24	264.167					25.4185	406.638	9.33089E-14	442.003					17.3225	969.111	1.78806E-41	993.295
168.272	323.809	0.152868	32.544	23.494	266.147	3.71169E-24	264.186					25.4578	406.638	1.42256E-13	442.119					17.349	969.111	6.60012E-42	993.446
168.577	372.871	0.152868	34.9226	23.5326	266.147	6.38739E-24	264.213					25.4972	406.638	2.163E-13	442.235					17.3756	969.111	2.42425E-42	993.594
168.883	336.892	0.152868	33.195	23.5712	266.147	1.09636E-23	264.247					25.5365	406.638	3.28004E-13	442.35					17.4021	969.111	8.82818E-43	993.738
169.189	320.538	0.152868	32.3792	23.6098	266.147	1.877E-23	264.288					25.5758	406.638	4.96067E-13	442.466					17.4287	969.111	3.22299E-43	993.878
169.495	317.267	0.152868	32.2136	23.6485	266.147	3.20518E-23	264.337					25.6151	406.638	7.48235E-13	442.581					17.4552	969.111	1.12104E-43	994.015
169.8	261.664	0.152868	29.2549	23.6871	266.147	5.45908E-23	264.393					25.6545	406.638	1.12557E-12	442.696					17.4817	969.111	4.2039E-44	994.149
170.106	336.892	0.152868	33.195	23.7257	266.147	9.27396E-23	264.457					25.6938	406.638	1.68868E-12	442.81					17.5083	969.111	1.4013E-44	994.28
170.412	307.455	0.152868	31.7116	23.7643	266.147	1.57141E-22	264.527					25.7331	406.638	2.52672E-12	442.924					17.5348	969.111	0	994.406
170.718	333.621	0.152868	33.0334	23.8029	266.147	2.65579E-22	264.605					25.7724	406.638	3.77055E-12	443.037					17.5614	969.111	0	994.53
171.023	287.83	0.152868	30.6828	23.8415	266.147	4.47689E-22	264.691					25.8118	406.638	5.61165E-12	443.149					17.5879	969.111	0	994.65
171.329	317.267	0.152868	32.2136	23.8802	266.147	7.52726E-22	264.783					25.8511	406.638	8.3294E-12	443.261					17.6145	969.111	0	994.767
171.635	304.184	0.152868	31.5424	23.9188	266.147	1.26234E-21	264.883					25.8904	406.638	1.23303E-11	443.371					17.641	969.111	0	994.88
171.94	271.476	0.152868	29.7984	23.9574	266.147	2.11152E-21	264.989					25.9297	406.638	1.82042E-11	443.481					17.6675	969.111	0	994.99
172.246	261.664	0.152868	29.2549	23.996	266.147	3.52284E-21	265.103					25.969	406.638	2.68045E-11	443.59					17.6941	969.111	0	995.096
172.552	307.455	0.152868	31.7116	24.0346	266.147	5.86231E-21	265.223					26.0084	406.638	3.93623E-11	443.697					17.7206	969.111	0	995.198
172.858	291.101	0.152868	30.8566	24.0733	266.147	9.73025E-21	265.35					26.0477	406.638	5.76489E-11	443.804					17.7472	969.111	0	995.297
173.163	336.892	0.152868	33.195	24.1119	266.147	1.61086E-20	265.483					26.087	406.638	8.42052E-11	443.909					17.7737	969.111	0	995.392
173.469	363.059	0.152868	34.46	24.1505	266.147	2.65993E-20	265.622					26.1263	406.638	1.22666E-10	444.013					17.8003	969.111	0	995.484
173.775	317.267	0.152868	32.2136	24.1891	266.147	4.38088E-20	265.768					26.1657	406.638	1.78216E-10	444.115					17.8268	969.111	0	995.572
174.081	310.726	0.152868	31.8798	24.2277	266.147	7.19667E-20	265.919					26.205	406.638	2.5823E-10	444.216					17.8533	969.111	0	995.657
174.386	317.267	0.152868	32.2136	24.2663	266.147	1.17918E-19	266.077					26.2443	406.638	3.73169E-10	444.315					17.8799	969.111	0	995.738
174.692	304.184	0.152868	31.5424	24.305	266.147	1.92712E-19	266.239					26.2836	406.638	5.37824E-10	444.413					17.9064	969.111	0	995.816
174.998	300.913	0.152868	31.3724	24.3436	266.147	3.14134E-19	266.408					26.3229	406.638	7.7306E-10	444.509					17.933	969.111	0	995.89
175.304	363.059	0.152868	34.46	24.3822	266.147	5.1074E-19	266.581					26.3623	406.638	0.00000000110821	444.603					17.9595	969.111	0	995.961
175.609	320.538	0.152868	32.3792	24.4208	266.147	8.28255E-19	266.759					26.4016	406.638	0.00000000158442	444.696					17.9861	969.111	0	996.028
175.915	317.267	0.152868	32.2136	24.4594	266.147	1.3397E-18	266.943					26.4409	406.638	0.00000000225921	444.786					18.0126	969.111	0	996.092
176.221	359.788	0.152868	34.3044	24.4981	266.147	2.16137E-18	267.13					26.4802	406.638	0.00000000321277	444.874					18.0392	969.111	0	996.152
176.527	297.643	0.152868	31.2014	24.5367	266.147	3.47799E-18	267.322					26.5196	406.638	0.00000000455659	444.96					18.0657	969.111	0	996.209
176.832	291.101	0.152868	30.8566	24.5753	266.147	5.58223E-18	267.518					26.5589	406.638	0.00000000644522	445.044					18.0922	969.111	0	996.262
177.138	264.935	0.152868	29.4372	24.6139	266.147	8.93647E-18	267.718					26.5982	406.638	0.00000000909228	445.126					18.1188	969.111	0	996.312
177.444	271.476	0.152868	29.7984	24.6525	266.147	1.42693E-17	267.922					26.6375	406.638	0.0000000127922	445.205					18.1453	969.111	0	996.358
177.749	330.351	0.152868	32.8711	24.6911	266.147	2.27257E-17	268.128					26.6769	406.638	0.0000000179496	445.281					18.1719	969.111	0	996.401
178.055	281.289	0.152868	30.3321	24.7298	266.147	3.61004E-17	268.338					26.7162	406.638	0.0000000251191	445.356					18.1984	969.111	0	996.44
