X_Sb70V	Y_Sb70V	ErrorX_Sb70V	ErrorY_Sb70V	X_Sb70Vmodel	Y_Sb70VCompton	Y_Sb70VEC	Y_Sb70VBkgmodel	X_Y70V	Y_Y70V	ErrorX_Y70V	ErrorY_Y70V	X_Y70VModel	Y_Y70VCompton	Y_Y70VEC	Y_Y70VBkgmodel	X_Y25V	Y_Y25V	ErrorX_Y25V	ErrorY_Y25V	X_Y25VModel	Y_Y25VCompton	Y_Y25VEC	Y_Y25VBkgmodel
				170.861	325.559	0	308.785					175.514	476.841	0	489.484					118.638	1018.17	0	997.998
				170.9	325.559	0	308.807					175.554	476.841	0	489.485					118.664	1018.17	0	997.987
				170.939	325.559	0	308.828					175.593	476.841	0	489.485					118.691	1018.17	0	997.977
				170.977	325.559	0	308.849					175.632	476.841	0	489.485					118.717	1018.17	0	997.966
				171.016	325.559	0	308.869					175.672	476.841	0	489.485					118.744	1018.17	0	997.955
				171.054	325.559	0	308.889					175.711	476.841	0	489.485					118.77	1018.17	0	997.944
				171.093	325.559	0	308.908					175.75	476.841	0	489.485					118.797	1018.17	0	997.933
				171.132	325.559	0	308.927					175.79	476.841	0	489.485					118.823	1018.17	0	997.922
				171.17	325.559	0	308.946					175.829	476.841	0	489.485					118.85	1018.17	0	997.911
				171.209	325.559	0	308.964					175.868	476.841	0	489.485					118.876	1018.17	0	997.899
				171.248	325.559	0	308.981					175.908	476.841	0	489.485					118.903	1018.17	0	997.888
				171.286	325.559	0	308.998					175.947	476.841	0	489.484					118.93	1018.17	0	997.877
				171.325	325.559	0	309.015					175.986	476.841	0	489.484					118.956	1018.17	0	997.865
				171.363	325.559	0	309.031					176.026	476.841	0	489.484					118.983	1018.17	0	997.853
				171.402	325.559	0	309.047					176.065	476.841	0	489.484					119.009	1018.17	0	997.841
				171.441	325.559	0	309.062					176.104	476.841	0	489.484					119.036	1018.17	0	997.829
				171.479	325.559	0	309.077					176.143	476.841	0	489.484					119.062	1018.17	0	997.817
				171.518	325.559	0	309.091					176.183	476.841	0	489.484					119.089	1018.17	0	997.805
				171.557	325.559	0	309.105					176.222	476.841	0	489.484					119.115	1018.17	0	997.793
				171.595	325.559	0	309.119					176.261	476.841	0	489.483					119.142	1018.17	0	997.781
				171.634	325.559	0	309.132					176.301	476.841	0	489.483					119.168	1018.17	0	997.768
				171.672	325.559	0	309.145					176.34	476.841	0	489.483					119.195	1018.17	0	997.756
				171.711	325.559	0	309.157					176.379	476.841	0	489.483					119.222	1018.17	0	997.743
				171.75	325.559	0	309.168					176.419	476.841	0	489.482					119.248	1018.17	0	997.73
				171.788	325.559	0	309.18					176.458	476.841	0	489.482					119.275	1018.17	0	997.717
				171.827	325.559	0	309.191					176.497	476.841	0	489.482					119.301	1018.17	0	997.704
				171.865	325.559	0	309.201					176.537	476.841	0	489.482					119.328	1018.17	0	997.691
				171.904	325.559	0	309.211					176.576	476.841	0	489.481					119.354	1018.17	0	997.678
				171.943	325.559	0	309.221					176.615	476.841	0	489.481					119.381	1018.17	0	997.665
				171.981	325.559	0	309.23					176.655	476.841	0	489.48					119.407	1018.17	0	997.652
				172.02	325.559	0	309.239					176.694	476.841	0	489.48					119.434	1018.17	0	997.638
				172.059	325.559	0	309.247					176.733	476.841	0	489.48					119.46	1018.17	0	997.625
				172.097	325.559	0	309.255					176.773	476.841	0	489.479					119.487	1018.17	0	997.611
				172.136	325.559	0	309.262					176.812	476.841	0	489.479					119.514	1018.17	0	997.597
				172.174	325.559	0	309.269					176.851	476.841	0	489.478					119.54	1018.17	0	997.583
				172.213	325.559	0	309.276					176.891	476.841	0	489.478					119.567	1018.17	0	997.569
				172.252	325.559	0	309.282					176.93	476.841	0	489.477					119.593	1018.17	0	997.555
				172.29	325.559	0	309.288					176.969	476.841	0	489.477					119.62	1018.17	0	997.541
				172.329	325.559	0	309.293					177.009	476.841	0	489.477					119.646	1018.17	0	997.527
				172.367	325.559	0	309.298					177.048	476.841	0	489.476					119.673	1018.17	0	997.513
				172.406	325.559	0	309.303					177.087	476.841	0	489.475					119.699	1018.17	0	997.498
				172.445	325.559	0	309.307					177.127	476.841	0	489.475					119.726	1018.17	0	997.484
				172.483	325.559	0	309.311					177.166	476.841	0	489.474					119.752	1018.17	0	997.469
				172.522	325.559	0	309.314					177.205	476.841	0	489.474					119.779	1018.17	0	997.454
				172.561	325.559	0	309.317					177.245	476.841	0	489.473					119.805	1018.17	0	997.439
				172.599	325.559	0	309.319					177.284	476.841	0	489.473					119.832	1018.17	0	997.425
				172.638	325.559	0	309.322					177.323	476.841	0	489.472					119.859	1018.17	0	997.41
				172.676	325.559	0	309.323					177.362	476.841	0	489.471					119.885	1018.17	0	997.394
				172.715	325.559	0	309.325					177.402	476.841	0	489.471					119.912	1018.17	0	997.379
				172.754	325.559	0	309.326					177.441	476.841	0	489.47					119.938	1018.17	0	997.364
				172.792	325.559	0	309.327					177.48	476.841	0	489.47					119.965	1018.17	0	997.349
				172.831	325.559	0	309.327					177.52	476.841	0	489.469					119.991	1018.17	0	997.333
				172.87	325.559	0	309.327					177.559	476.841	0	489.468					120.018	1018.17	0	997.318
				172.908	325.559	0	309.327					177.598	476.841	0	489.468					120.044	1018.17	0	997.302
				172.947	325.559	0	309.326					177.638	476.841	0	489.467					120.071	1018.17	0	997.286
				172.985	325.559	0	309.325					177.677	476.841	0	489.466					120.097	1018.17	0	997.27
				173.024	325.559	0	309.323					177.716	476.841	0	489.466					120.124	1018.17	0	997.254
				173.063	325.559	0	309.321					177.756	476.841	0	489.465					120.151	1018.17	0	997.238
				173.101	325.559	0	309.319					177.795	476.841	0	489.464					120.177	1018.17	0	997.222
				173.14	325.559	0	309.317					177.834	476.841	0	489.464					120.204	1018.17	0	997.206
				173.178	325.559	0	309.314					177.874	476.841	0	489.463					120.23	1018.17	0	997.19
				173.217	325.559	0	309.311					177.913	476.841	0	489.462					120.257	1018.17	0	997.173
				173.256	325.559	0	309.307					177.952	476.841	0	489.461					120.283	1018.17	0	997.157
				173.294	325.559	0	309.303					177.992	476.841	0	489.461					120.31	1018.17	0	997.14
				173.333	325.559	0	309.299					178.031	476.841	0	489.46					120.336	1018.17	0	997.124
				173.372	325.559	0	309.295					178.07	476.841	0	489.459					120.363	1018.17	0	997.107
				173.41	325.559	0	309.29					178.11	476.841	0	489.458					120.389	1018.17	0	997.09
				173.449	325.559	0	309.285					178.149	476.841	0	489.457					120.416	1018.17	0	997.073
				173.487	325.559	0	309.28					178.188	476.841	0	489.456					120.443	1018.17	0	997.056
				173.526	325.559	0	309.274					178.228	476.841	0	489.456					120.469	1018.17	0	997.039
				173.565	325.559	0	309.268					178.267	476.841	0	489.455					120.496	1018.17	0	997.022
				173.603	325.559	0	309.262					178.306	476.841	0	489.454					120.522	1018.17	0	997.005
				173.642	325.559	0	309.255					178.346	476.841	0	489.453					120.549	1018.17	0	996.987
				173.68	325.559	0	309.248					178.385	476.841	0	489.452					120.575	1018.17	0	996.97
				173.719	325.559	0	309.241					178.424	476.841	0	489.451					120.602	1018.17	0	996.952
				173.758	325.559	0	309.234					178.464	476.841	0	489.45					120.628	1018.17	0	996.935
				173.796	325.559	0	309.226					178.503	476.841	0	489.449					120.655	1018.17	0	996.917
				173.835	325.559	0	309.218					178.542	476.841	0	489.448					120.681	1018.17	0	996.899
				173.874	325.559	0	309.21					178.581	476.841	0	489.447					120.708	1018.17	0	996.881
				173.912	325.559	0	309.202					178.621	476.841	0	489.446					120.734	1018.17	0	996.863
				173.951	325.559	0	309.193					178.66	476.841	0	489.445					120.761	1018.17	0	996.845
				173.989	325.559	0	309.184					178.699	476.841	0	489.444					120.788	1018.17	0	996.827
				174.028	325.559	0	309.175					178.739	476.841	0	489.443					120.814	1018.17	0	996.809
				174.067	325.559	0	309.165					178.778	476.841	0	489.442					120.841	1018.17	0	996.791
				174.105	325.559	0	309.156					178.817	476.841	0	489.441					120.867	1018.17	0	996.772
				174.144	325.559	0	309.146					178.857	476.841	0	489.439					120.894	1018.17	0	996.754
				174.183	325.559	0	309.136					178.896	476.841	0	489.438					120.92	1018.17	0	996.735
				174.221	325.559	0	309.126					178.935	476.841	0	489.437					120.947	1018.17	0	996.717
				174.26	325.559	0	309.115					178.975	476.841	0	489.436					120.973	1018.17	0	996.698
				174.298	325.559	0	309.104					179.014	476.841	0	489.435					121	1018.17	0	996.679
				174.337	325.559	0	309.093					179.053	476.841	0	489.434					121.026	1018.17	0	996.66
				174.376	325.559	0	309.082					179.093	476.841	0	489.433					121.053	1018.17	0	996.641
				174.414	325.559	0	309.071					179.132	476.841	0	489.432					121.08	1018.17	0	996.622
				174.453	325.559	0	309.059					179.171	476.841	0	489.43					121.106	1018.17	0	996.603
				174.491	325.559	0	309.048					179.211	476.841	0	489.429					121.133	1018.17	0	996.584
				174.53	325.559	0	309.036					179.25	476.841	0	489.428					121.159	1018.17	0	996.565
				174.569	325.559	0	309.024					179.289	476.841	0	489.427					121.186	1018.17	0	996.545
				174.607	325.559	0	309.011					179.329	476.841	0	489.426					121.212	1018.17	0	996.526
				174.646	325.559	0	308.999					179.368	476.841	0	489.424					121.239	1018.17	0	996.507
				174.685	325.559	0	308.986					179.407	476.841	0	489.423					121.265	1018.17	0	996.487
				174.723	325.559	0	308.974					179.447	476.841	0	489.422					121.292	1018.17	0	996.467
				174.762	325.559	0	308.961					179.486	476.841	0	489.421					121.318	1018.17	0	996.448
				174.8	325.559	0	308.948					179.525	476.841	0	489.419					121.345	1018.17	0	996.428
				174.839	325.559	0	308.935					179.565	476.841	0	489.418					121.372	1018.17	0	996.408
				174.878	325.559	0	308.922					179.604	476.841	0	489.417					121.398	1018.17	0	996.388
				174.916	325.559	0	308.908					179.643	476.841	0	489.415					121.425	1018.17	0	996.368
				174.955	325.559	0	308.895					179.683	476.841	0	489.414					121.451	1018.17	0	996.348
				174.994	325.559	0	308.881					179.722	476.841	0	489.413					121.478	1018.17	0	996.328
				175.032	325.559	0	308.867					179.761	476.841	0	489.411					121.504	1018.17	0	996.307
				175.071	325.559	0	308.853					179.801	476.841	0	489.41					121.531	1018.17	0	996.287
				175.109	325.559	0	308.84					179.84	476.841	0	489.409					121.557	1018.17	0	996.267
				175.148	325.559	0	308.826					179.879	476.841	0	489.407					121.584	1018.17	0	996.246
				175.187	325.559	0	308.811					179.918	476.841	0	489.406					121.61	1018.17	0	996.226
				175.225	325.559	0	308.797					179.958	476.841	0	489.404					121.637	1018.17	0	996.205
				175.264	325.559	0	308.783					179.997	476.841	0	489.403					121.664	1018.17	0	996.184
				175.302	325.559	0	308.769					180.036	476.841	0	489.402					121.69	1018.17	0	996.164
				175.341	325.559	0	308.754					180.076	476.841	0	489.4					121.717	1018.17	0	996.143
				175.38	325.559	0	308.74					180.115	476.841	0	489.399					121.743	1018.17	0	996.122
				175.418	325.559	0	308.725					180.154	476.841	0	489.397					121.77	1018.17	0	996.101
				175.457	325.559	0	308.711					180.194	476.841	0	489.395					121.796	1018.17	0	996.08
				175.496	325.559	0	308.696					180.233	476.841	0	489.394					121.823	1018.17	0	996.059
				175.534	325.559	0	308.681					180.272	476.841	0	489.392					121.849	1018.17	0	996.038
				175.573	325.559	0	308.667					180.312	476.841	0	489.391					121.876	1018.17	0	996.017
				175.611	325.559	0	308.652					180.351	476.841	0	489.389					121.902	1018.17	0	995.995
				175.65	325.559	0	308.637					180.39	476.841	0	489.388					121.929	1018.17	0	995.974
				175.689	325.559	0	308.623					180.43	476.841	0	489.386					121.955	1018.17	0	995.953
				175.727	325.559	0	308.608					180.469	476.841	0	489.384					121.982	1018.17	0	995.931
				175.766	325.559	0	308.593					180.508	476.841	0	489.383					122.009	1018.17	0	995.91
				175.805	325.559	0	308.579					180.548	476.841	0	489.381					122.035	1018.17	0	995.888
				175.843	325.559	0	308.564					180.587	476.841	0	489.379					122.062	1018.17	0	995.866
				175.882	325.559	0	308.549					180.626	476.841	0	489.378					122.088	1018.17	0	995.845
				175.92	325.559	0	308.534					180.666	476.841	0	489.376					122.115	1018.17	0	995.823
				175.959	325.559	0	308.52					180.705	476.841	0	489.374					122.141	1018.17	0	995.801
				175.998	325.559	0	308.505					180.744	476.841	0	489.372					122.168	1018.17	0	995.779
				176.036	325.559	0	308.491					180.784	476.841	0	489.371					122.194	1018.17	0	995.757
				176.075	325.559	0	308.476					180.823	476.841	0	489.369					122.221	1018.17	0	995.735
				176.113	325.559	0	308.462					180.862	476.841	0	489.367					122.247	1018.17	0	995.713
				176.152	325.559	0	308.447					180.902	476.841	0	489.365					122.274	1018.17	0	995.691
				176.191	325.559	0	308.433					180.941	476.841	0	489.363					122.301	1018.17	0	995.669
				176.229	325.559	0	308.419					180.98	476.841	0	489.362					122.327	1018.17	0	995.646
				176.268	325.559	0	308.404					181.02	476.841	0	489.36					122.354	1018.17	0	995.624
				176.307	325.559	0	308.39					181.059	476.841	0	489.358					122.38	1018.17	0	995.602
				176.345	325.559	0	308.376					181.098	476.841	0	489.356					122.407	1018.17	0	995.579
				176.384	325.559	0	308.362					181.137	476.841	0	489.354					122.433	1018.17	0	995.557
				176.422	325.559	0	308.348					181.177	476.841	0	489.352					122.46	1018.17	0	995.534
				176.461	325.559	0	308.334					181.216	476.841	0	489.35					122.486	1018.17	0	995.512
				176.5	325.559	0	308.321					181.255	476.841	0	489.348					122.513	1018.17	0	995.489
				176.538	325.559	0	308.307					181.295	476.841	0	489.346					122.539	1018.17	0	995.466
				176.577	325.559	0	308.294					181.334	476.841	0	489.344					122.566	1018.17	0	995.443
				176.615	325.559	0	308.28					181.373	476.841	0	489.342					122.593	1018.17	0	995.42
				176.654	325.559	0	308.267					181.413	476.841	0	489.34					122.619	1018.17	0	995.398
				176.693	325.559	0	308.254					181.452	476.841	0	489.338					122.646	1018.17	0	995.375
				176.731	325.559	0	308.241					181.491	476.841	0	489.336					122.672	1018.17	0	995.352
				176.77	325.559	0	308.228					181.531	476.841	0	489.334					122.699	1018.17	0	995.328
				176.809	325.559	0	308.216					181.57	476.841	0	489.332					122.725	1018.17	0	995.305
				176.847	325.559	0	308.203					181.609	476.841	0	489.33					122.752	1018.17	0	995.282
				176.886	325.559	0	308.191					181.649	476.841	0	489.328					122.778	1018.17	0	995.259
				176.924	325.559	0	308.179					181.688	476.841	0	489.326					122.805	1018.17	0	995.235
				176.963	325.559	0	308.167					181.727	476.841	0	489.324					122.831	1018.17	0	995.212
				177.002	325.559	0	308.155					181.767	476.841	0	489.322					122.858	1018.17	0	995.189
				177.04	325.559	0	308.143					181.806	476.841	0	489.319					122.884	1018.17	0	995.165
				177.079	325.559	0	308.132					181.845	476.841	0	489.317					122.911	1018.17	0	995.142
				177.118	325.559	0	308.12					181.885	476.841	0	489.315					122.938	1018.17	0	995.118
				177.156	325.559	0	308.109					181.924	476.841	0	489.313					122.964	1018.17	0	995.094
				177.195	325.559	0	308.098					181.963	476.841	0	489.311					122.991	1018.17	0	995.07
				177.233	325.559	0	308.088					182.003	476.841	0	489.308					123.017	1018.17	0	995.047
				177.272	325.559	0	308.077					182.042	476.841	0	489.306					123.044	1018.17	0	995.023
				177.311	325.559	0	308.067					182.081	476.841	0	489.304					123.07	1018.17	0	994.999
				177.349	325.559	0	308.057					182.121	476.841	0	489.301					123.097	1018.17	0	994.975
				177.388	325.559	0	308.047					182.16	476.841	0	489.299					123.123	1018.17	0	994.951
				177.426	325.559	0	308.037					182.199	476.841	0	489.297					123.15	1018.17	0	994.927
				177.465	325.559	0	308.028					182.239	476.841	0	489.294					123.176	1018.17	0	994.903
				177.504	325.559	0	308.019					182.278	476.841	0	489.292					123.203	1018.17	0	994.879
				177.542	325.559	0	308.01					182.317	476.841	0	489.29					123.23	1018.17	0	994.854
				177.581	325.559	0	308.001					182.357	476.841	0	489.287					123.256	1018.17	0	994.83
				177.62	325.559	0	307.993					182.396	476.841	0	489.285					123.283	1018.17	0	994.806
				177.658	325.559	0	307.985					182.435	476.841	0	489.282					123.309	1018.17	0	994.782
				177.697	325.559	0	307.977					182.474	476.841	0	489.28					123.336	1018.17	0	994.757
				177.735	325.559	0	307.97					182.514	476.841	0	489.277					123.362	1018.17	0	994.733
				177.774	325.559	0	307.962					182.553	476.841	0	489.275					123.389	1018.17	0	994.708
				177.813	325.559	0	307.955					182.592	476.841	0	489.272					123.415	1018.17	0	994.684
				177.851	325.559	0	307.948					182.632	476.841	0	489.27					123.442	1018.17	0	994.659
				177.89	325.559	0	307.942					182.671	476.841	0	489.267					123.468	1018.17	0	994.635
				177.929	325.559	0	307.936					182.71	476.841	0	489.264					123.495	1018.17	0	994.61
				177.967	325.559	0	307.93					182.75	476.841	0	489.262					123.522	1018.17	0	994.585
				178.006	325.559	0	307.924					182.789	476.841	0	489.259					123.548	1018.17	0	994.56
				178.044	325.559	0	307.919					182.828	476.841	0	489.256					123.575	1018.17	0	994.536
				178.083	325.559	0	307.914					182.868	476.841	0	489.254					123.601	1018.17	0	994.511
				178.122	325.559	0	307.909					182.907	476.841	0	489.251					123.628	1018.17	0	994.486
				178.16	325.559	0	307.905					182.946	476.841	0	489.248					123.654	1018.17	0	994.461
				178.199	325.559	0	307.9					182.986	476.841	0	489.246					123.681	1018.17	0	994.436
				178.237	325.559	0	307.897					183.025	476.841	0	489.243					123.707	1018.17	0	994.411
				178.276	325.559	0	307.893					183.064	476.841	0	489.24					123.734	1018.17	0	994.386
				178.315	325.559	0	307.89					183.104	476.841	0	489.237					123.76	1018.17	0	994.361
				178.353	325.559	0	307.887					183.143	476.841	0	489.234					123.787	1018.17	0	994.336
				178.392	325.559	0	307.885					183.182	476.841	0	489.232					123.813	1018.17	0	994.311
				178.431	325.559	0	307.883					183.222	476.841	0	489.229					123.84	1018.17	0	994.286
				178.469	325.559	0	307.881					183.261	476.841	0	489.226					123.867	1018.17	0	994.261
				178.508	325.559	0	307.879					183.3	476.841	0	489.223					123.893	1018.17	0	994.236
				178.546	325.559	0	307.878					183.34	476.841	0	489.22					123.92	1018.17	0	994.211
				178.585	325.559	0	307.878					183.379	476.841	0	489.217					123.946	1018.17	0	994.185
				178.624	325.559	0	307.877					183.418	476.841	0	489.214					123.973	1018.17	0	994.16
				178.662	325.559	0	307.877					183.458	476.841	0	489.211					123.999	1018.17	0	994.135
				178.701	325.559	0	307.877					183.497	476.841	0	489.208					124.026	1018.17	0	994.109
				178.74	325.559	0	307.878					183.536	476.841	0	489.205					124.052	1018.17	0	994.084
				178.778	325.559	0	307.879					183.576	476.841	0	489.202					124.079	1018.17	0	994.058
				178.817	325.559	0	307.88					183.615	476.841	0	489.199					124.105	1018.17	0	994.033
				178.855	325.559	0	307.882					183.654	476.841	0	489.195					124.132	1018.17	0	994.007
				178.894	325.559	0	307.884					183.693	476.841	0	489.192					124.159	1018.17	0	993.982
				178.933	325.559	0	307.887					183.733	476.841	0	489.189					124.185	1018.17	0	993.956
				178.971	325.559	0	307.889					183.772	476.841	0	489.186					124.212	1018.17	0	993.93
				179.01	325.559	0	307.893					183.811	476.841	0	489.183					124.238	1018.17	0	993.905
				179.048	325.559	0	307.896					183.851	476.841	0	489.179					124.265	1018.17	0	993.879
				179.087	325.559	0	307.9					183.89	476.841	0	489.176					124.291	1018.17	0	993.853
				179.126	325.559	0	307.905					183.929	476.841	0	489.173					124.318	1018.17	0	993.827
				179.164	325.559	0	307.909					183.969	476.841	0	489.169					124.344	1018.17	0	993.802
				179.203	325.559	0	307.915					184.008	476.841	0	489.166					124.371	1018.17	0	993.776
				179.242	325.559	0	307.92					184.047	476.841	0	489.163					124.397	1018.17	0	993.75
				179.28	325.559	0	307.926					184.087	476.841	0	489.159					124.424	1018.17	0	993.724
				179.319	325.559	0	307.932					184.126	476.841	0	489.156					124.451	1018.17	0	993.698
				179.357	325.559	0	307.939					184.165	476.841	0	489.152					124.477	1018.17	0	993.672
				179.396	325.559	0	307.946					184.205	476.841	0	489.149					124.504	1018.17	0	993.646
				179.435	325.559	0	307.953					184.244	476.841	0	489.145					124.53	1018.17	0	993.62
				179.473	325.559	0	307.961					184.283	476.841	0	489.142					124.557	1018.17	0	993.594
				179.512	325.559	0	307.97					184.323	476.841	0	489.138					124.583	1018.17	0	993.568
				179.55	325.559	0	307.978					184.362	476.841	0	489.135					124.61	1018.17	0	993.541
				179.589	325.559	0	307.987					184.401	476.841	0	489.131					124.636	1018.17	0	993.515
				179.628	325.559	0	307.997					184.441	476.841	0	489.127					124.663	1018.17	0	993.489
				179.666	325.559	0	308.007					184.48	476.841	0	489.124					124.689	1018.17	0	993.463
				179.705	325.559	0	308.017					184.519	476.841	0	489.12					124.716	1018.17	0	993.436
				179.744	325.559	0	308.028					184.559	476.841	0	489.116					124.743	1018.17	0	993.41
				179.782	325.559	0	308.039					184.598	476.841	0	489.112					124.769	1018.17	0	993.384
				179.821	325.559	0	308.05					184.637	476.841	0	489.109					124.796	1018.17	0	993.358
				179.859	325.559	0	308.062					184.677	476.841	0	489.105					124.822	1018.17	0	993.331
				179.898	325.559	0	308.074					184.716	476.841	0	489.101					124.849	1018.17	0	993.305
				179.937	325.559	0	308.087					184.755	476.841	0	489.097					124.875	1018.17	0	993.278
				179.975	325.559	0	308.1					184.795	476.841	0	489.093					124.902	1018.17	0	993.252
				180.014	325.559	0	308.114					184.834	476.841	0	489.089					124.928	1018.17	0	993.226
				180.053	325.559	0	308.127					184.873	476.841	0	489.085					124.955	1018.17	0	993.199
				180.091	325.559	0	308.142					184.913	476.841	0	489.081					124.981	1018.17	0	993.173
				180.13	325.559	0	308.156					184.952	476.841	0	489.077					125.008	1018.17	0	993.146
				180.168	325.559	0	308.172					184.991	476.841	0	489.073					125.034	1018.17	0	993.12
				180.207	325.559	0	308.187					185.03	476.841	0	489.069					125.061	1018.17	0	993.093
				180.246	325.559	0	308.203					185.07	476.841	0	489.065					125.088	1018.17	0	993.066
				180.284	325.559	0	308.219					185.109	476.841	0	489.061					125.114	1018.17	0	993.04
				180.323	325.559	0	308.236					185.148	476.841	0	489.057					125.141	1018.17	0	993.013
				180.361	325.559	0	308.253					185.188	476.841	0	489.053					125.167	1018.17	0	992.987
				180.4	325.559	0	308.271					185.227	476.841	0	489.049					125.194	1018.17	0	992.96
				180.439	325.559	0	308.288					185.266	476.841	0	489.045					125.22	1018.17	0	992.933
				180.477	325.559	0	308.307					185.306	476.841	0	489.04					125.247	1018.17	0	992.907
				180.516	325.559	0	308.325					185.345	476.841	0	489.036					125.273	1018.17	0	992.88
				180.555	325.559	0	308.344					185.384	476.841	0	489.032					125.3	1018.17	0	992.853
				180.593	325.559	0	308.364					185.424	476.841	0	489.027					125.326	1018.17	0	992.826
				180.632	325.559	0	308.384					185.463	476.841	0	489.023					125.353	1018.17	0	992.8
				180.67	325.559	0	308.404					185.502	476.841	0	489.019					125.38	1018.17	0	992.773
				180.709	325.559	0	308.425					185.542	476.841	0	489.014					125.406	1018.17	0	992.746
				180.748	325.559	0	308.446					185.581	476.841	0	489.01					125.433	1018.17	0	992.719
				180.786	325.559	0	308.467					185.62	476.841	0	489.006					125.459	1018.17	0	992.693
				180.825	325.559	0	308.489					185.66	476.841	0	489.001					125.486	1018.17	0	992.666
				180.864	325.559	0	308.511					185.699	476.841	0	488.997					125.512	1018.17	0	992.639
				180.902	325.559	0	308.534					185.738	476.841	0	488.992					125.539	1018.17	0	992.612
				180.941	325.559	0	308.557					185.778	476.841	0	488.988					125.565	1018.17	0	992.585
				180.979	325.559	0	308.58					185.817	476.841	0	488.983					125.592	1018.17	0	992.558
				181.018	325.559	0	308.604					185.856	476.841	0	488.978					125.618	1018.17	0	992.531
				181.057	325.559	0	308.628					185.896	476.841	0	488.974					125.645	1018.17	0	992.504
				181.095	325.559	0	308.652					185.935	476.841	0	488.969					125.672	1018.17	0	992.477
				181.134	325.559	0	308.677					185.974	476.841	0	488.965					125.698	1018.17	0	992.45
				181.172	325.559	0	308.702					186.014	476.841	0	488.96					125.725	1018.17	0	992.423
				181.211	325.559	0	308.727					186.053	476.841	0	488.955					125.751	1018.17	0	992.396
				181.25	325.559	0	308.753					186.092	476.841	0	488.95					125.778	1018.17	0	992.369
				181.288	325.559	0	308.78					186.132	476.841	0	488.945					125.804	1018.17	0	992.342
				181.327	325.559	0	308.806					186.171	476.841	0	488.941					125.831	1018.17	0	992.315
				181.366	325.559	0	308.833					186.21	476.841	0	488.936					125.857	1018.17	0	992.288
				181.404	325.559	0	308.86					186.249	476.841	0	488.931					125.884	1018.17	0	992.261
				181.443	325.559	0	308.888					186.289	476.841	0	488.926					125.91	1018.17	0	992.234
				181.481	325.559	0	308.916					186.328	476.841	0	488.921					125.937	1018.17	0	992.207
				181.52	325.559	0	308.944					186.367	476.841	0	488.916					125.963	1018.17	0	992.18
				181.559	325.559	0	308.973					186.407	476.841	0	488.911					125.99	1018.17	0	992.153
				181.597	325.559	0	309.002					186.446	476.841	0	488.906					126.017	1018.17	0	992.126
				181.636	325.559	0	309.031					186.485	476.841	0	488.901					126.043	1018.17	0	992.098
				181.674	325.559	0	309.061					186.525	476.841	0	488.896					126.07	1018.17	0	992.071
				181.713	325.559	0	309.091					186.564	476.841	0	488.89					126.096	1018.17	0	992.044
				181.752	325.559	0	309.121					186.603	476.841	0	488.885					126.123	1018.17	0	992.017
				181.79	325.559	0	309.151					186.643	476.841	0	488.88					126.149	1018.17	0	991.99
				181.829	325.559	0	309.182					186.682	476.841	0	488.875					126.176	1018.17	0	991.963
				181.868	325.559	0	309.214					186.721	476.841	0	488.87					126.202	1018.17	0	991.935
				181.906	325.559	0	309.245					186.761	476.841	0	488.864					126.229	1018.17	0	991.908
				181.945	325.559	0	309.277					186.8	476.841	0	488.859					126.255	1018.17	0	991.881
				181.983	325.559	0	309.309					186.839	476.841	0	488.854					126.282	1018.17	0	991.854
				182.022	325.559	0	309.341					186.879	476.841	0	488.848					126.309	1018.17	0	991.827
				182.061	325.559	0	309.374					186.918	476.841	0	488.843					126.335	1018.17	0	991.799
				182.099	325.559	0	309.407					186.957	476.841	0	488.837					126.362	1018.17	0	991.772
				182.138	325.559	0	309.44					186.997	476.841	0	488.832					126.388	1018.17	0	991.745
				182.177	325.559	0	309.473					187.036	476.841	0	488.826					126.415	1018.17	0	991.718
				182.215	325.559	0	309.507					187.075	476.841	0	488.821					126.441	1018.17	0	991.69
				182.254	325.559	0	309.541					187.115	476.841	0	488.815					126.468	1018.17	0	991.663
				182.292	325.559	0	309.575					187.154	476.841	0	488.81					126.494	1018.17	0	991.636
				182.331	325.559	0	309.61					187.193	476.841	0	488.804					126.521	1018.17	0	991.609
				182.37	325.559	0	309.644					187.233	476.841	0	488.799					126.547	1018.17	0	991.582
				182.408	325.559	0	309.679					187.272	476.841	0	488.793					126.574	1018.17	0	991.554
				182.447	325.559	0	309.715					187.311	476.841	0	488.787					126.601	1018.17	0	991.527
				182.485	325.559	0	309.75					187.351	476.841	0	488.781					126.627	1018.17	0	991.5
				182.524	325.559	0	309.786					187.39	476.841	0	488.776					126.654	1018.17	0	991.473
				182.563	325.559	0	309.822					187.429	476.841	0	488.77					126.68	1018.17	0	991.445
				182.601	325.559	0	309.858					187.468	476.841	0	488.764					126.707	1018.17	0	991.418
				182.64	325.559	0	309.894					187.508	476.841	0	488.758					126.733	1018.17	0	991.391
				182.679	325.559	0	309.93					187.547	476.841	0	488.752					126.76	1018.17	0	991.364
				182.717	325.559	0	309.967					187.586	476.841	0	488.746					126.786	1018.17	0	991.337
				182.756	325.559	0	310.004					187.626	476.841	0	488.74					126.813	1018.17	0	991.309
				182.794	325.559	0	310.041					187.665	476.841	0	488.734					126.839	1018.17	0	991.282
				182.833	325.559	0	310.079					187.704	476.841	0	488.728					126.866	1018.17	0	991.255
				182.872	325.559	0	310.116					187.744	476.841	0	488.722					126.892	1018.17	0	991.228
